Genotype,Model,Estimate,Std. Error,t value,Pr(>|t|),VolumetricComponent,Significance,SigPos,adjusted_p
Genotype16pDuplication...6,model3,0.040993634,0.043545983,0.9413872596077937,0.34796192488092015,L.cerebral_cortex, ,0.18453961643720745,0.4929460602479702
Genotype16pDeletion...7,model4,-0.042000757,0.049822199,-0.843012903,0.4004956059177217,L.cerebral_cortex, ,-0.191822955,0.5214964060035014
Genotype16pDuplication...8,model4,0.042818475,0.042665948,1.0035749128519837,0.3171180368899065,L.cerebral_cortex, ,0.18548442259425937,0.4430964351064447
Genotype16pDeletion...1,model1,0.24249835198065312,0.16264137862003034,1.491000347132989,0.13794264120677088,L.lateral_ventricle, ,0.5051397306006834,0.14707473243648742
Genotype16pDuplication...2,model1,0.5969085263009892,0.1465882732753163,4.072007350682815,7.33147989884729e-5,L.lateral_ventricle,***,0.8434967995763055,1.4567745773034227e-4
Genotype16pDeletion...3,model2,-0.034229367,0.17420780421816226,-0.19648584,0.8444824173753093,L.lateral_ventricle, ,-0.308437171,0.8941578536915039
Genotype16pDuplication...4,model2,0.7401225741412822,0.14663738698560475,5.0472978914575135,1.2203448125427062e-6,L.lateral_ventricle,***,0.986759961,1.7782167268479433e-5
Genotype16pDeletion...5,model3,-0.079400401,0.17959050927841658,-0.442119138,0.6590153118264415,L.lateral_ventricle, ,-0.35899091,0.7524577814137727
Genotype16pDuplication...6,model3,0.6952808063206161,0.15212232948410928,4.570537465988813,9.838108050930812e-6,L.lateral_ventricle,***,0.9474031358047253,1.0751646655660102e-4
Genotype16pDeletion...7,model4,0.077176692,0.14680691561693684,0.5257020216779581,0.599832293,L.lateral_ventricle, ,0.3239836079530659,0.6997736497153549
Genotype16pDuplication...8,model4,0.6177324112829018,0.12572018773979404,4.913549863299892,2.217237552528614e-6,L.lateral_ventricle,***,0.8434525990226959,2.9498899611902432e-5
Genotype16pDeletion...1,model1,0.519983829,0.19714592926377725,2.6375580300608856,0.009179728,L.inferior_lateral_ventricle,**,0.8171297580872683,0.012107744800582536
Genotype16pDuplication...2,model1,-0.131312707,0.17768713963960228,-0.739010754,0.46099002,L.inferior_lateral_ventricle, ,-0.408999847,0.4670958478767898
Genotype16pDeletion...3,model2,0.29717436335381464,0.21605162663315855,1.375478481624196,0.17093009637511666,L.inferior_lateral_ventricle, ,0.6132259899869732,0.2827276188691119
Genotype16pDuplication...4,model2,-0.016002807,0.18185893637578432,-0.087995717,0.9299915112232128,L.inferior_lateral_ventricle, ,-0.297861744,0.9454398751970203
Genotype16pDeletion...5,model3,0.3011396300953086,0.22381059360991418,1.3455110646825474,0.180412684,L.inferior_lateral_ventricle, ,0.6249502237052228,0.3016736679722885
Genotype16pDuplication...6,model3,-0.014063972,0.1895789983555284,-0.074185286,0.940957994,L.inferior_lateral_ventricle, ,-0.303642971,0.9581942857537037
Genotype16pDeletion...7,model4,0.31519491417676365,0.21170356574623686,1.488850284905352,0.13852008702412985,L.inferior_lateral_ventricle, ,0.6268984799230005,0.23947540468578382
Genotype16pDuplication...8,model4,-0.004141124,0.18129535600521915,-0.022841866,0.9818052346314181,L.inferior_lateral_ventricle, ,-0.28543648,0.9882644795960984
Genotype16pDeletion...1,model1,0.2197371653444541,0.18982002526458486,1.1576079238118768,0.24876006787922333,L.cerebellum_WM, ,0.5095571906090389,0.2571641242264944
Genotype16pDuplication...2,model1,-0.561567822,0.1710843204398756,-3.282403791,0.001265434,L.cerebellum_WM,**,-0.832652142,0.001916945
Genotype16pDeletion...3,model2,-0.399917003,0.17903926455350935,-2.23368323,0.026908006679266325,L.cerebellum_WM,*,-0.678956267,0.064833465
Genotype16pDuplication...4,model2,-0.2408801,0.150704212,-1.598363419,0.11196002643307913,L.cerebellum_WM, ,-0.491584312,0.19790397678811597
Genotype16pDeletion...5,model3,-0.292754406,0.18199193662891253,-1.608611959,0.10972312454622996,L.cerebellum_WM, ,-0.574746342,0.20226069946473715
Genotype16pDuplication...6,model3,-0.14257561,0.154156461,-0.924875994,0.35645887963238576,L.cerebellum_WM, ,-0.396732071,0.4980658318151144
Genotype16pDeletion...7,model4,-0.401387626,0.1715403749283007,-2.339901762,0.020539437,L.cerebellum_WM,*,-0.672928,0.052375563
Genotype16pDuplication...8,model4,-0.211404778,0.14690103698665666,-1.439096567,0.15210129280428994,L.cerebellum_WM, ,-0.458305815,0.2556107839887573
Genotype16pDeletion...1,model1,0.4071684458747694,0.17963580000203416,2.2666330757574977,0.024760853,L.cerebellum_cortex,*,0.6868042458768036,0.029713023841509457
Genotype16pDuplication...2,model1,-0.544040519,0.1619053033376417,-3.360239025,9.750991862035501e-4,L.cerebellum_cortex,***,-0.805945822,0.001506971
Genotype16pDeletion...3,model2,-0.177786249,0.16960018755876669,-1.048266818,0.2961165597947941,L.cerebellum_cortex, ,-0.447386436,0.41949845970929167
Genotype16pDuplication...4,model2,-0.241310709,0.14275897941254914,-1.690336467,0.092935526,L.cerebellum_cortex, ,-0.484069688,0.17028904770388636
Genotype16pDeletion...5,model3,-0.110450789,0.17429385136466646,-0.633704447,0.5272017569280909,L.cerebellum_cortex, ,-0.38474464,0.6414814729162287
Genotype16pDuplication...6,model3,-0.178691603,0.14763578983589778,-1.210354235,0.22797368907739055,L.cerebellum_cortex, ,-0.426327393,0.3618548361403204
Genotype16pDeletion...7,model4,-0.185608863,0.16627095880043244,-1.11630356,0.26598701042625505,L.cerebellum_cortex, ,-0.451879822,0.3839246471246889
Genotype16pDuplication...8,model4,-0.249515685,0.14238849762779374,-1.752358435,0.081652066,L.cerebellum_cortex, ,-0.491904183,0.15423168024724102
Genotype16pDeletion...1,model1,0.8361146775334366,0.1623657340893329,5.149575938685499,7.62837871638825e-7,L.thalamus,***,1.0984804116227695,2.593648763572005e-6
Genotype16pDuplication...2,model1,-0.680175932,0.14633983553987923,-4.647920574,6.999568168434352e-6,L.thalamus,***,-0.926515768,1.9296106842710917e-5
Genotype16pDeletion...3,model2,0.11718164297747129,0.12498455393825944,0.9375689978087798,0.3498968964663891,L.thalamus, ,0.3421661969157307,0.47166718202077124
Genotype16pDuplication...4,model2,-0.308108723,0.10520429027459718,-2.928670708,0.003907884,L.thalamus,**,-0.513313014,0.015330931297326189
Genotype16pDeletion...5,model3,0.16287073745448502,0.1271870450297422,1.2805607474912113,0.20224866809227998,L.thalamus, ,0.3900577824842272,0.32745022453035805
Genotype16pDuplication...6,model3,-0.260274757,0.10773392005993913,-2.415903522,0.016851502,L.thalamus,*,-0.468008677,0.050554506
Genotype16pDeletion...7,model4,0.071103882,0.1228599544948191,0.5787392812934083,0.5635891977989285,L.thalamus, ,0.29396383625889155,0.665991793
Genotype16pDuplication...8,model4,-0.314892468,0.10521286739035089,-2.992908341,0.003207707,L.thalamus,**,-0.520105336,0.013264303547165157
Genotype16pDeletion...1,model1,0.5992057496652173,0.17235265514667555,3.4766261602136694,6.548561031620103e-4,L.caudate,***,0.8715584048118928,0.001071583
Genotype16pDuplication...2,model1,-0.594762379,0.15534102284875548,-3.828752821,1.8489028171473485e-4,L.caudate,***,-0.850103402,3.3777777997231535e-4
Genotype16pDeletion...3,model2,-0.013827488,0.15639706309070894,-0.088412711,0.9296606220237935,L.caudate, ,-0.270224551,0.9454398751970203
Genotype16pDuplication...4,model2,-0.277501167,0.1316454034121472,-2.107944221,0.036613897643791915,L.caudate,*,-0.509146571,0.08238127
Genotype16pDeletion...5,model3,-0.021572436,0.1617080406980632,-0.133403608,0.8940461267790651,L.caudate, ,-0.283280477,0.9242503878188985
Genotype16pDuplication...6,model3,-0.281598185,0.13697496569356246,-2.055836872,0.041464967,L.caudate,*,-0.518573151,0.099907715
Genotype16pDeletion...7,model4,-0.053182122,0.15629697354491137,-0.340263288,0.7341102172592171,L.caudate, ,-0.309479096,0.7913909721761042
Genotype16pDuplication...8,model4,-0.306650701,0.13384713366296574,-2.291051685,0.023281949584110517,L.caudate,*,-0.540497835,0.058029293335613345
Genotype16pDeletion...1,model1,0.36997109184611793,0.15635982782802607,2.3661518241951147,0.019178856425433752,L.putamen,*,0.62633092,0.023856626285295644
Genotype16pDuplication...2,model1,-0.652038185,0.14092672704456083,-4.626788679,7.658661030606265e-6,L.putamen,***,-0.892964912,2.092455603004926e-5
Genotype16pDeletion...3,model2,-0.277642741,0.12836014979952973,-2.162997954,0.032044826,L.putamen,*,-0.506002891,0.0748528
Genotype16pDuplication...4,model2,-0.316880584,0.10804565871292625,-2.932839575,0.003858503,L.putamen,**,-0.524926242,0.015330931297326189
Genotype16pDeletion...5,model3,-0.234059488,0.13221003121574043,-1.770361038,0.078620247,L.putamen, ,-0.466269519,0.1603853037252925
Genotype16pDuplication...6,model3,-0.276767823,0.11198864578375765,-2.471391817,0.014533698404949204,L.putamen,*,-0.488756469,0.047311827
Genotype16pDeletion...7,model4,-0.279304871,0.12653548279290103,-2.207324496,0.028732928,L.putamen,*,-0.505840354,0.066608152
Genotype16pDuplication...8,model4,-0.331517218,0.10836045826327348,-3.059392911,0.002606143,L.putamen,**,-0.539877676,0.011727642223640445
Genotype16pDeletion...1,model1,0.6727272087669383,0.15894864176545934,4.232355818174262,3.897008940777326e-5,L.pallidum,***,0.9316758505323975,8.281143999151817e-5
Genotype16pDuplication...2,model1,-0.643246672,0.14326001865915047,-4.490064136,1.3615660696621325e-5,L.pallidum,***,-0.886506691,3.2806237583985245e-5
Genotype16pDeletion...3,model2,0.091222721,0.14208685072889127,0.6420208525913507,0.5217900387421333,L.pallidum, ,0.33330957177587406,0.6361265014147123
Genotype16pDuplication...4,model2,-0.342302437,0.11959994909186783,-2.86206173,0.004779606,L.pallidum,**,-0.561902386,0.017621197
Genotype16pDeletion...5,model3,0.1138334318452225,0.14701486696192306,0.7742987780596736,0.43992604676928593,L.pallidum, ,0.36084829880714553,0.5687563455427235
Genotype16pDuplication...6,model3,-0.322288662,0.12452909745009512,-2.588059082,0.010563373748763481,L.pallidum,*,-0.546817759,0.036731731
Genotype16pDeletion...7,model4,0.074106521,0.1415907621083136,0.523385283,0.6014394440363998,L.pallidum, ,0.31569728326578717,0.6997736497153549
Genotype16pDuplication...8,model4,-0.359772047,0.12125326058157476,-2.96711235,0.003473715,L.pallidum,**,-0.581025307,0.013986272640430342
Genotype16pDeletion...1,model1,0.24772262184132265,0.1856714681244152,1.3341986485254054,0.18404649236889545,L.accumbens, ,0.5333940899657379,0.19090924293180342
Genotype16pDuplication...2,model1,-0.491255342,0.16734523612491667,-2.935580082,0.003823117,L.accumbens,**,-0.758600578,0.005317608
Genotype16pDeletion...3,model2,-0.313198552,0.1800554039631837,-1.739456553,0.083901949,L.accumbens, ,-0.593253956,0.1584814590600616
Genotype16pDuplication...4,model2,-0.200963527,0.1515595358560067,-1.32597085,0.1867630887729512,L.accumbens, ,-0.452523062,0.30398672959852696
Genotype16pDeletion...5,model3,-0.20514525,0.18240025319146538,-1.124698276,0.26244445410566286,L.accumbens, ,-0.487545503,0.4055959745269335
Genotype16pDuplication...6,model3,-0.105364696,0.1545023260163545,-0.681961876,0.49627432472504995,L.accumbens, ,-0.359867022,0.6148175844771874
Genotype16pDeletion...7,model4,-0.305553707,0.1754169724661947,-1.741870825,0.083477127,L.accumbens, ,-0.580970679,0.15671166151819296
Genotype16pDuplication...8,model4,-0.187898199,0.1502208163594986,-1.250813326,0.21285166079596635,L.accumbens, ,-0.438119015,0.3323092255283965
Genotype16pDeletion...1,model1,0.4309193667738169,0.18443580544675212,2.336419252921181,0.020717111874717333,L.hippocampus,*,0.715355172,0.025357744934654015
Genotype16pDuplication...2,model1,-0.749437504,0.16623153640221228,-4.50839546,1.2613528077597797e-5,L.hippocampus,***,-1.01566904,3.1379996680853055e-5
Genotype16pDeletion...3,model2,-0.100224837,0.18146844817447647,-0.552298968,0.5815239654222072,L.hippocampus, ,-0.381693285,0.6817867180812084
Genotype16pDuplication...4,model2,-0.474556073,0.15274894933704466,-3.106771437,0.002242984,L.hippocampus,**,-0.727305022,0.009855405
Genotype16pDeletion...5,model3,0.002708339,0.1846830861415469,0.014664792107265678,0.9883183463321789,L.hippocampus, ,0.28739142520554095,0.993484081
Genotype16pDuplication...6,model3,-0.376973758,0.15643600206407432,-2.409763438,0.017127117,L.hippocampus,*,-0.63340976,0.050882503207719844
Genotype16pDeletion...7,model4,-0.089039907,0.1777235377895492,-0.50100233,0.6170667328292987,L.hippocampus, ,-0.366763444,0.7098587227284413
Genotype16pDuplication...8,model4,-0.462092111,0.1521960763414117,-3.036163101,0.002803368,L.hippocampus,**,-0.714288187,0.012251577
Genotype16pDeletion...1,model1,0.39930564926954626,0.17470310511387668,2.2856242252206505,0.023597201,L.amygdala,*,0.6740087543834229,0.028540487889790946
Genotype16pDuplication...2,model1,-0.646387236,0.15745947760507542,-4.105102125,6.444146932264508e-5,L.amygdala,***,-0.903846714,1.2973085271532497e-4
Genotype16pDeletion...3,model2,-0.195088054,0.16193032815622999,-1.204765387,0.23009536398991748,L.amygdala, ,-0.457018383,0.35204590690457377
Genotype16pDuplication...4,model2,-0.338772485,0.13630296473293987,-2.485437391,0.013980434665761671,L.amygdala,*,-0.57507545,0.040358613
Genotype16pDeletion...5,model3,-0.127878401,0.1662278382746287,-0.769295939,0.4428808651602658,L.amygdala, ,-0.394106239,0.5687563455427235
Genotype16pDuplication...6,model3,-0.275302169,0.1408034649773295,-1.955222967,0.052343821,L.amygdala, ,-0.516105634,0.11606673349472042
Genotype16pDeletion...7,model4,-0.195420073,0.15844960566158983,-1.233326345,0.21928571265896882,L.amygdala, ,-0.453869679,0.33889610138204274
Genotype16pDuplication...8,model4,-0.339791759,0.13569057075655389,-2.504166336,0.013288895846685555,L.amygdala,*,-0.57548233,0.037651872
Genotype16pDeletion...1,model1,0.997386019,0.1521781465860512,6.554068646237695,7.419811674325911e-10,L.ventral_DC,***,1.2495641657682532,4.36627379296871e-9
Genotype16pDuplication...2,model1,-0.905692258,0.13715778805836987,-6.603287139,5.720560397423561e-10,L.ventral_DC,***,-1.142850046,3.5009829632232197e-9
Genotype16pDeletion...3,model2,0.3603641177408557,0.12378928853433374,2.911109046732314,0.004122333,L.ventral_DC,**,0.5841534062751894,0.015573257570264641
Genotype16pDuplication...4,model2,-0.576016266,0.1041981895641694,-5.528083249,1.3105757188388935e-7,L.ventral_DC,***,-0.780214456,2.864544071176439e-6
Genotype16pDeletion...5,model3,0.38856100676872146,0.12701182430490504,3.0592506555605445,0.00261251,L.ventral_DC,**,0.6155728310736265,0.013105378208290563
Genotype16pDuplication...6,model3,-0.545464004,0.10758549916095497,-5.070051343,1.114399888287093e-6,L.ventral_DC,***,-0.753049504,2.1312897863490654e-5
Genotype16pDeletion...7,model4,0.31680131726931327,0.12184322838197752,2.600073237358286,0.010204137769642126,L.ventral_DC,*,0.5386445456512908,0.030612413
Genotype16pDuplication...8,model4,-0.596132982,0.10434217953992345,-5.713250237,5.366012063515411e-8,L.ventral_DC,***,-0.800475162,1.6419996914357158e-6
Genotype16pDeletion...1,model1,0.5255542692742667,0.17868948350647793,2.9411594849408926,0.003758455,Third_Ventricle,**,0.8042437527807447,0.005251541
Genotype16pDuplication...2,model1,0.057310349,0.16105239061498444,0.3558491075856042,0.7224252556424546,Third_Ventricle, ,0.31836274008985477,0.7247938630380036
Genotype16pDeletion...3,model2,0.4086058276997547,0.19810952581846733,2.062524888753559,0.040794876422093077,Third_Ventricle,*,0.706715354,0.091118483
Genotype16pDuplication...4,model2,0.11783431788460921,0.16675638231796608,0.7066255350870245,0.48083998425630603,Third_Ventricle, ,0.38459070020257524,0.5981180291968685
Genotype16pDeletion...5,model3,0.34946633512637065,0.2031934025818274,1.7198704814524584,0.087439153,Third_Ventricle, ,0.6526597377081981,0.17374273304396698
Genotype16pDuplication...6,model3,0.05681749,0.17211518504371678,0.33011317145198743,0.74175734,Third_Ventricle, ,0.3289326746335438,0.8194142455505851
Genotype16pDeletion...7,model4,0.3499646080184077,0.18281413887420328,1.9143191559118016,0.057386821111470074,Third_Ventricle, ,0.6327787468926109,0.11477364222294015
Genotype16pDuplication...8,model4,0.054320753,0.1565554848977568,0.3469744476421011,0.7290722229295266,Third_Ventricle, ,0.3108762377954973,0.7913909721761042
Genotype16pDeletion...1,model1,-0.201538273,0.19703857752005122,-1.02283662,0.30793878844303285,Fourth_Ventricle, ,-0.49857685,0.3172702668807005
Genotype16pDuplication...2,model1,0.13780760915512297,0.17759038377784425,0.7759857612983857,0.43891010908413186,Fourth_Ventricle, ,0.4153979929329672,0.44620097468353603
Genotype16pDeletion...3,model2,-0.37119908,0.2175273260035298,-1.706448044,0.089889378,Fourth_Ventricle, ,-0.688726406,0.1656996965636611
Genotype16pDuplication...4,model2,0.22561164662830924,0.183101089,1.232169878015345,0.21971613299492979,Fourth_Ventricle, ,0.5087127357343842,0.3447853163920437
Genotype16pDeletion...5,model3,-0.350614997,0.22375426490193706,-1.56696453,0.11914920881198789,Fourth_Ventricle, ,-0.674369261,0.2157376206891615
Genotype16pDuplication...6,model3,0.23696487666140706,0.1895312850642819,1.2502678730903842,0.21307390795583386,Fourth_Ventricle, ,0.5264961617256889,0.34136448080882287
Genotype16pDeletion...7,model4,-0.311761048,0.21503255012463943,-1.449831888,0.1490874945449992,Fourth_Ventricle, ,-0.626793598,0.25486465547916065
Genotype16pDuplication...8,model4,-0.013166432,0.1841461790694926,-0.071499891,0.9430903352527329,Fourth_Ventricle, ,-0.297312611,0.9651693732017935
Genotype16pDeletion...1,model1,0.6714089059524289,0.16452864800165154,4.0808024262479154,7.084906915034239e-5,Brainstem,***,0.9359375539540804,1.4169813830068479e-4
Genotype16pDuplication...2,model1,-0.732283537,0.14828926451262958,-4.938210054,1.977170216139382e-6,Brainstem,***,-0.980572801,5.990238476620306e-6
Genotype16pDeletion...3,model2,0.060993560012946084,0.1459077795832816,0.4180281557785754,0.6764941123202663,Brainstem, ,0.3069013395962277,0.7638642006273119
Genotype16pDuplication...4,model2,-0.416377154,0.12281617138213928,-3.390246982,8.820563935290388e-4,Brainstem,***,-0.639193326,0.004907441
Genotype16pDeletion...5,model3,0.14303728741327174,0.14866930283633825,0.9621171599273154,0.337479704,Brainstem, ,0.39170659024960996,0.48942554214602063
Genotype16pDuplication...6,model3,-0.340073078,0.12593048909495064,-2.700482465,0.007688798,Brainstem,**,-0.566003567,0.029046571
Genotype16pDeletion...7,model4,0.047752676512870566,0.14051726521053964,0.33983494086169297,0.7344321681249719,Brainstem, ,0.28826994172341025,0.7913909721761042
Genotype16pDuplication...8,model4,-0.404782581,0.120333956,-3.363826754,9.646671177724154e-4,Brainstem,***,-0.625116538,0.005178739
Genotype16pDeletion...1,model1,0.39659214535811055,0.15467313362047216,2.5640661443586255,0.011271581636642077,CSF,*,0.6512652789785827,0.014492033532825528
Genotype16pDuplication...2,model1,-0.30533243,0.1394065137167678,-2.190230731,0.029963825,CSF,*,-0.544738944,0.035130002
Genotype16pDeletion...3,model2,-0.133306495,0.14291739731909742,-0.932752045,0.35237118051251615,CSF, ,-0.376223892,0.4729192159510085
Genotype16pDuplication...4,model2,-0.031095612,0.12029905199546172,-0.258485927,0.7963683246008513,CSF, ,-0.251394664,0.8567718061934532
Genotype16pDeletion...5,model3,-0.086114936,0.14544924462832065,-0.592061761,0.5546663436159961,CSF, ,-0.331564181,0.6654209841222446
Genotype16pDuplication...6,model3,0.005902469,0.12320293540825406,0.04790851,0.9618504362883208,CSF, ,0.22910540450445305,0.9713737079347398
Genotype16pDeletion...7,model4,-0.081614405,0.1365474849021061,-0.597699803,0.5508959533065968,CSF, ,-0.31816189,0.6610751439679161
Genotype16pDuplication...8,model4,0.007057967,0.11693437850082433,0.060358357,0.951946503,CSF, ,0.22399234545171942,0.9709854329551073
Genotype16pDeletion...1,model1,1.102559942049514,0.16128208761150245,6.8362206763181845,1.6478081645035112e-10,R.Cerebral_WM,***,1.3638420296610165,1.3627818874002012e-9
Genotype16pDuplication...2,model1,-0.542378666,0.1453631476430239,-3.731197861,2.648215951819551e-4,R.Cerebral_WM,***,-0.787741813,4.6841276373224425e-4
Genotype16pDeletion...3,model2,0.15821583143345266,0.052336493,3.023049917826234,0.002920689,R.Cerebral_WM,**,0.31055232462216587,0.012242890149467065
Genotype16pDuplication...4,model2,-0.053655153,0.044053632612072666,-1.217950714,0.2250583968611447,R.Cerebral_WM, ,-0.197708786,0.34781752242176905
Genotype16pDeletion...5,model3,0.13077327140806946,0.053173774,2.4593565667528354,0.015010830542205325,R.Cerebral_WM,*,0.28394704587247477,0.047847022
Genotype16pDuplication...6,model3,-0.077483905,0.045040902,-1.720300933,0.087360696,R.Cerebral_WM, ,-0.222524806,0.17374273304396698
Genotype16pDeletion...7,model4,0.1414194007849599,0.052398259,2.6989332233985297,0.007713119,R.Cerebral_WM,**,0.2938176593112983,0.025108664
Genotype16pDuplication...8,model4,-0.061743721,0.044871993,-1.375996837,0.17076986337680156,R.Cerebral_WM, ,-0.206615714,0.28094396878118966
Genotype16pDeletion...1,model1,0.8197502729702051,0.14694390207423214,5.578661389814523,1.0204677991728139e-7,R.cerebral_cortex,***,1.0666941750444372,4.1635086206250806e-7
Genotype16pDuplication...2,model1,-0.349877349,0.13244017639399197,-2.641776527,0.009071018,R.cerebral_cortex,**,-0.582317526,0.012016153430770372
Genotype16pDeletion...3,model2,-0.032057834,0.052550526,-0.610038296,0.5427128230174127,R.cerebral_cortex, ,-0.18460836,0.6501458244113522
Genotype16pDuplication...4,model2,0.090956288,0.044233793,2.056262489867954,0.041402233,R.cerebral_cortex,*,0.23519008109277525,0.091804951
Genotype16pDeletion...5,model3,-0.05049986,0.054001904504692354,-0.935149613,0.3511565148480017,R.cerebral_cortex, ,-0.204501765,0.4951792329193019
Genotype16pDuplication...6,model3,0.074856628,0.045742369921657616,1.6364833722350793,0.10375432463572694,R.cerebral_cortex, ,0.22059899770507635,0.19428813682150192
Genotype16pDeletion...7,model4,-0.045889586,0.052605607,-0.872332603,0.38435066555635244,R.cerebral_cortex, ,-0.198495194,0.5069452743976027
Genotype16pDuplication...8,model4,0.07801152,0.045049559224241316,1.7316822016858797,0.085281965,R.cerebral_cortex, ,0.22306107912665396,0.1591236658253483
Genotype16pDeletion...1,model1,0.2384093624095367,0.16672408787812454,1.4299635130336665,0.154689552,R.lateral_ventricle, ,0.5051334502876612,0.16322414779668223
Genotype16pDuplication...2,model1,0.5925864688576378,0.15026800905662296,3.943530446552622,1.2011363081082631e-4,R.lateral_ventricle,***,0.8428544779142607,2.2688130264267192e-4
Genotype16pDeletion...3,model2,-0.016903008,0.17999606482174352,-0.093907651,0.925301496,R.lateral_ventricle, ,-0.296899072,0.9454398751970203
Genotype16pDuplication...4,model2,0.7247174969312463,0.15150958782591809,4.783311124599813,3.925192450613975e-6,R.lateral_ventricle,***,0.9762270847571644,4.289674606742415e-5
Genotype16pDeletion...5,model3,-0.051235841,0.1857832091162459,-0.275782945,0.7830797656223651,R.lateral_ventricle, ,-0.33701905,0.8527487839161699
Genotype16pDuplication...6,model3,0.689439285,0.15736786238510472,4.381067866756295,2.1581992763878475e-5,R.lateral_ventricle,***,0.9468071475406137,2.009573162591802e-4
Genotype16pDeletion...7,model4,0.069896188,0.15634170583200477,0.4470732068876973,0.6554344504865768,R.lateral_ventricle, ,0.3262378936286121,0.7373637567973989
Genotype16pDuplication...8,model4,0.6035360381821832,0.13388544079248876,4.507854137162035,1.2690806522835954e-5,R.lateral_ventricle,***,0.8374214789746719,1.1767838775720613e-4
Genotype16pDeletion...1,model1,0.6738376781891913,0.19921014157148137,3.3825470574619425,9.04161360228682e-4,R.inferior_lateral_ventricle,***,0.9730478197606726,0.001411599
Genotype16pDuplication...2,model1,-0.373941872,0.17954760909963385,-2.082689233,0.038880594,R.inferior_lateral_ventricle,*,-0.653489481,0.044896082
Genotype16pDeletion...3,model2,0.4956872447866787,0.2197499241954005,2.255687899,0.025462742,R.inferior_lateral_ventricle,*,0.8154371689820792,0.062332791
Genotype16pDuplication...4,model2,-0.281744225,0.18497193520644087,-1.523172823,0.1297144556247832,R.inferior_lateral_ventricle, ,-0.56671616,0.22299226641114417
Genotype16pDeletion...5,model3,0.5090943649183458,0.2271408347047096,2.2413159024452156,0.026416787,R.inferior_lateral_ventricle,*,0.8362351996230554,0.073486697
Genotype16pDuplication...6,model3,-0.264775737,0.19239988257218046,-1.376174112,0.1707400167343559,R.inferior_lateral_ventricle, ,-0.55717562,0.29025802844840504
Genotype16pDeletion...7,model4,0.4761780168056084,0.2141644263235626,2.2234225589183145,0.027606026,R.inferior_lateral_ventricle,*,0.790342443,0.065308571
Genotype16pDuplication...8,model4,-0.359510865,0.18340274891980168,-1.960226154,0.051728260751605935,R.inferior_lateral_ventricle, ,-0.642913614,0.10695167425669876
Genotype16pDeletion...1,model1,0.3247182053029966,0.1895732754551315,1.7128901978583548,0.088681982,R.cerebellum_WM, ,0.6142914807581281,0.096916738
Genotype16pDuplication...2,model1,-0.497983595,0.17086192544540568,-2.914538121,0.004076266,R.cerebellum_WM,**,-0.768845521,0.005618637
Genotype16pDeletion...3,model2,-0.240655555,0.1845913386442805,-1.303720733,0.19422515869033882,R.cerebellum_WM, ,-0.525246894,0.3095463466627275
Genotype16pDuplication...4,model2,-0.205387446,0.15537760596003292,-1.321860026,0.1881254010947639,R.cerebellum_WM, ,-0.460765052,0.3045839827248558
Genotype16pDeletion...5,model3,-0.14220594,0.1883820407768515,-0.754880559,0.4514587745342823,R.cerebellum_WM, ,-0.430587981,0.5756099375312099
Genotype16pDuplication...6,model3,-0.113234531,0.15956920547242506,-0.709626464,0.4789951188545345,R.cerebellum_WM, ,-0.372803737,0.5958231966239331
