"","gene_symbol","region","expression","in_16p_region","upreg"
"57","RPL12","ctx-lh-bankssts",12.0707123531341,"No","No"
"58","RPL12","ctx-rh-inferiorparietal",12.1348151274777,"No","No"
"59","RPL12","ctx-lh-caudalanteriorcingulate",12.7112030491777,"No","No"
"60","RPL12","ctx-lh-lateraloccipital",12.2678970029261,"No","No"
"61","RPL12","ctx-lh-posteriorcingulate",12.5550037505473,"No","No"
"62","RPL12","ctx-rh-rostralmiddlefrontal",12.2604595828925,"No","No"
"63","RPL12","ctx-lh-parstriangularis",12.3369747998289,"No","No"
"64","RPL12","ctx-lh-middletemporal",12.461582683814,"No","No"
"65","RPL12","ctx-rh-bankssts",12.4337609322008,"No","No"
"66","RPL12","ctx-lh-caudalmiddlefrontal",12.3302640303992,"No","No"
"67","RPL12","ctx-lh-temporalpole",12.6070269496206,"No","No"
"68","RPL12","ctx-rh-paracentral",12.3034064940011,"No","No"
"69","OR6W1P","ctx-rh-insula",2.98480576656891,"No","No"
"70","OR6W1P","ctx-lh-paracentral",3.30808708660541,"No","No"
"71","OR6W1P","ctx-rh-precuneus",3.23356093207593,"No","No"
"72","OR6W1P","ctx-lh-medialorbitofrontal",2.96972791653621,"No","No"
"73","OR6W1P","ctx-rh-inferiortemporal",3.36331398537211,"No","No"
"74","OR6W1P","ctx-rh-medialorbitofrontal",3.08504005839125,"No","No"
"75","OR6W1P","ctx-rh-precentral",3.1517961655768,"No","No"
"76","OR6W1P","ctx-rh-lateralorbitofrontal",3.0545539984378,"No","No"
"77","OR6W1P","ctx-rh-parahippocampal",3.52873122996157,"No","No"
"78","OR6W1P","ctx-lh-superiortemporal",3.04691012203403,"No","No"
"79","OR6W1P","ctx-lh-parahippocampal",2.94805162998688,"No","No"
"80","OR6W1P","ctx-rh-superiorparietal",3.41745625131845,"No","No"
"81","OR6W1P","ctx-lh-precuneus",3.02189137004109,"No","No"
"82","OR6W1P","ctx-lh-inferiortemporal",3.16571355054771,"No","No"
"83","OR6W1P","ctx-rh-supramarginal",2.99942372285923,"No","No"
"84","OR6W1P","ctx-rh-parsopercularis",2.84889609353441,"No","No"
"85","OR6W1P","ctx-rh-lingual",3.14055385540562,"No","No"
"86","OR6W1P","ctx-lh-isthmuscingulate",3.1231569980236,"No","No"
"87","OR6W1P","ctx-rh-isthmuscingulate",3.55859474604659,"No","No"
"88","OR6W1P","ctx-rh-lateraloccipital",3.10946667919136,"No","No"
"89","OR6W1P","ctx-rh-superiortemporal",3.20032741121317,"No","No"
"90","OR6W1P","ctx-lh-entorhinal",2.99463196067593,"No","No"
"91","OR6W1P","ctx-rh-temporalpole",2.8545759830188,"No","No"
"92","OR6W1P","ctx-lh-superiorparietal",2.94290636329028,"No","No"
"93","OR6W1P","ctx-lh-parsorbitalis",2.97888696966106,"No","No"
"94","OR6W1P","ctx-rh-caudalmiddlefrontal",3.55435255078326,"No","No"
"95","OR6W1P","ctx-rh-entorhinal",3.02382914095603,"No","No"
"96","OR6W1P","ctx-lh-fusiform",2.98191086648899,"No","No"
"97","OR6W1P","ctx-rh-pericalcarine",2.98677069499579,"No","No"
"98","OR6W1P","ctx-rh-caudalanteriorcingulate",2.84345250700356,"No","No"
"99","OR6W1P","ctx-rh-frontalpole",2.85026836447528,"No","No"
"100","OR6W1P","ctx-rh-parstriangularis",3.25844424059835,"No","No"
"101","OR6W1P","ctx-rh-postcentral",3.31852835263604,"No","No"
"102","OR6W1P","ctx-rh-rostralanteriorcingulate",2.96686180475234,"No","No"
"103","OR6W1P","ctx-lh-superiorfrontal",2.99424967847199,"No","No"
"104","OR6W1P","ctx-lh-rostralanteriorcingulate",2.94409267660024,"No","No"
"105","OR6W1P","ctx-lh-precentral",3.02532199026917,"No","No"
"106","OR6W1P","ctx-lh-cuneus",2.88594229436743,"No","No"
"107","OR6W1P","ctx-rh-posteriorcingulate",3.19411418298985,"No","No"
"108","OR6W1P","ctx-lh-parsopercularis",3.48958619957777,"No","No"
"109","OR6W1P","ctx-lh-insula",3.19901269716198,"No","No"
"110","OR6W1P","ctx-rh-transversetemporal",2.81456871826977,"No","No"
"111","OR6W1P","ctx-rh-superiorfrontal",3.09588388105299,"No","No"
"112","OR6W1P","ctx-rh-parsorbitalis",3.22775021834663,"No","No"
"113","OR6W1P","ctx-lh-transversetemporal",3.22509017990278,"No","No"
"114","OR6W1P","ctx-rh-cuneus",3.05140062899687,"No","No"
"115","OR6W1P","ctx-lh-inferiorparietal",3.098065130129,"No","No"
"116","OR6W1P","ctx-lh-pericalcarine",2.86010129570748,"No","No"
"117","OR6W1P","ctx-lh-postcentral",3.18522111583849,"No","No"
"118","OR6W1P","ctx-lh-supramarginal",3.29754210619684,"No","No"
"119","OR6W1P","ctx-rh-fusiform",3.00379878790311,"No","No"
"120","OR6W1P","ctx-lh-rostralmiddlefrontal",3.15209551823196,"No","No"
"121","OR6W1P","ctx-rh-middletemporal",3.14492733800091,"No","No"
"122","OR6W1P","ctx-lh-frontalpole",3.484896049038,"No","No"
"123","OR6W1P","ctx-lh-lingual",3.00681796540967,"No","No"
"124","OR6W1P","ctx-lh-lateralorbitofrontal",3.15106703882723,"No","No"
"125","OR6W1P","ctx-lh-bankssts",3.41522103203854,"No","No"
"126","OR6W1P","ctx-rh-inferiorparietal",2.92368815999141,"No","No"
"127","OR6W1P","ctx-lh-caudalanteriorcingulate",3.15756216237579,"No","No"
"128","OR6W1P","ctx-lh-lateraloccipital",3.0725946238489,"No","No"
"129","OR6W1P","ctx-lh-posteriorcingulate",2.91474195689338,"No","No"
"130","OR6W1P","ctx-rh-rostralmiddlefrontal",3.15734781398481,"No","No"
"131","OR6W1P","ctx-lh-parstriangularis",3.21142876814596,"No","No"
"132","OR6W1P","ctx-lh-middletemporal",3.17966894658855,"No","No"
"133","OR6W1P","ctx-rh-bankssts",3.08767406565123,"No","No"
"134","OR6W1P","ctx-lh-caudalmiddlefrontal",2.93481994626595,"No","No"
"135","OR6W1P","ctx-lh-temporalpole",3.14775619441005,"No","No"
"136","OR6W1P","ctx-rh-paracentral",3.12594312793525,"No","No"
"137","PTPN6","ctx-rh-insula",2.76930483572104,"No","No"
"138","PTPN6","ctx-lh-paracentral",2.25781544126914,"No","No"
"139","PTPN6","ctx-rh-precuneus",2.64278475678168,"No","No"
"140","PTPN6","ctx-lh-medialorbitofrontal",2.58655796631226,"No","No"
"141","PTPN6","ctx-rh-inferiortemporal",2.61526795254855,"No","No"
"142","PTPN6","ctx-rh-medialorbitofrontal",2.76646405281079,"No","No"
"143","PTPN6","ctx-rh-precentral",2.88566052887938,"No","No"
"144","PTPN6","ctx-rh-lateralorbitofrontal",2.96686228129197,"No","No"
"145","PTPN6","ctx-rh-parahippocampal",2.94991449080606,"No","No"
"146","PTPN6","ctx-lh-superiortemporal",2.33921602650176,"No","No"
"147","PTPN6","ctx-lh-parahippocampal",2.8837168422933,"No","No"
"148","PTPN6","ctx-rh-superiorparietal",2.70653294065339,"No","No"
"149","PTPN6","ctx-lh-precuneus",2.34316329219807,"No","No"
"150","PTPN6","ctx-lh-inferiortemporal",2.48652162231132,"No","No"
"151","PTPN6","ctx-rh-supramarginal",2.70822563921099,"No","No"
"152","PTPN6","ctx-rh-parsopercularis",2.65644999065642,"No","No"
"153","PTPN6","ctx-rh-lingual",2.6805318378326,"No","No"
"154","PTPN6","ctx-lh-isthmuscingulate",2.48112753410088,"No","No"
"155","PTPN6","ctx-rh-isthmuscingulate",2.68388572924521,"No","No"
"156","PTPN6","ctx-rh-lateraloccipital",2.7103952229175,"No","No"
"157","PTPN6","ctx-rh-superiortemporal",2.64410414125316,"No","No"
"158","PTPN6","ctx-lh-entorhinal",2.90089177488957,"No","No"
"159","PTPN6","ctx-rh-temporalpole",2.88162182143346,"No","No"
"160","PTPN6","ctx-lh-superiorparietal",2.59975831557944,"No","No"
"161","PTPN6","ctx-lh-parsorbitalis",2.43112682435413,"No","No"
"162","PTPN6","ctx-rh-caudalmiddlefrontal",2.68347885799604,"No","No"
"163","PTPN6","ctx-rh-entorhinal",3.25407503218505,"No","No"
"164","PTPN6","ctx-lh-fusiform",2.46633103272439,"No","No"
"165","PTPN6","ctx-rh-pericalcarine",2.35122132277649,"No","No"
"166","PTPN6","ctx-rh-caudalanteriorcingulate",2.83312243928268,"No","No"
"167","PTPN6","ctx-rh-frontalpole",2.96017066714051,"No","No"
"168","PTPN6","ctx-rh-parstriangularis",2.98996219889362,"No","No"
"169","PTPN6","ctx-rh-postcentral",2.64276669782868,"No","No"
"170","PTPN6","ctx-rh-rostralanteriorcingulate",2.95336028350656,"No","No"
"171","PTPN6","ctx-lh-superiorfrontal",2.55342373772802,"No","No"
"172","PTPN6","ctx-lh-rostralanteriorcingulate",2.63882047165305,"No","No"
"173","PTPN6","ctx-lh-precentral",2.42842952827062,"No","No"
"174","PTPN6","ctx-lh-cuneus",2.37020290344436,"No","No"
"175","PTPN6","ctx-rh-posteriorcingulate",2.58667606049568,"No","No"
"176","PTPN6","ctx-lh-parsopercularis",2.37176680254351,"No","No"
"177","PTPN6","ctx-lh-insula",2.32660779198085,"No","No"
"178","PTPN6","ctx-rh-transversetemporal",2.49630599369742,"No","No"
"179","PTPN6","ctx-rh-superiorfrontal",2.72198145986203,"No","No"
"180","PTPN6","ctx-rh-parsorbitalis",3.70303198695473,"No","No"
"181","PTPN6","ctx-lh-transversetemporal",2.53442671790534,"No","No"
"182","PTPN6","ctx-rh-cuneus",2.31527859108146,"No","No"
"183","PTPN6","ctx-lh-inferiorparietal",2.50704583195134,"No","No"
"184","PTPN6","ctx-lh-pericalcarine",2.40745994847887,"No","No"
"185","PTPN6","ctx-lh-postcentral",2.46758734417137,"No","No"
"186","PTPN6","ctx-lh-supramarginal",2.47292412230407,"No","No"
"187","PTPN6","ctx-rh-fusiform",2.70002726532648,"No","No"
"188","PTPN6","ctx-lh-rostralmiddlefrontal",2.53575576219037,"No","No"
"189","PTPN6","ctx-rh-middletemporal",2.76030813827452,"No","No"
"190","PTPN6","ctx-lh-frontalpole",2.81108603100775,"No","No"
"191","PTPN6","ctx-lh-lingual",2.25058438704008,"No","No"
"192","PTPN6","ctx-lh-lateralorbitofrontal",2.29463575016852,"No","No"
"193","PTPN6","ctx-lh-bankssts",2.53203834844317,"No","No"
"194","PTPN6","ctx-rh-inferiorparietal",2.73596239131989,"No","No"
"195","PTPN6","ctx-lh-caudalanteriorcingulate",2.55651963597801,"No","No"
"196","PTPN6","ctx-lh-lateraloccipital",2.45283261184648,"No","No"
"197","PTPN6","ctx-lh-posteriorcingulate",2.38868752112746,"No","No"
"198","PTPN6","ctx-rh-rostralmiddlefrontal",2.81843396383671,"No","No"
"199","PTPN6","ctx-lh-parstriangularis",2.56862886588637,"No","No"
"200","PTPN6","ctx-lh-middletemporal",2.4405653456256,"No","No"
"201","PTPN6","ctx-rh-bankssts",2.80812632204991,"No","No"
"202","PTPN6","ctx-lh-caudalmiddlefrontal",2.41737340285164,"No","No"
"203","PTPN6","ctx-lh-temporalpole",2.29860671060717,"No","No"
"204","PTPN6","ctx-rh-paracentral",2.52072015569254,"No","No"
"205","PMFBP1","ctx-rh-insula",2.94097186473263,"No","No"
"206","PMFBP1","ctx-lh-paracentral",2.89092379261746,"No","No"
"207","PMFBP1","ctx-rh-precuneus",3.00239152829898,"No","No"
"208","PMFBP1","ctx-lh-medialorbitofrontal",2.84613031633544,"No","No"
"209","PMFBP1","ctx-rh-inferiortemporal",3.20823458648432,"No","No"
"210","PMFBP1","ctx-rh-medialorbitofrontal",3.37379820326816,"No","No"
"211","PMFBP1","ctx-rh-precentral",3.68395261291917,"No","No"
"212","PMFBP1","ctx-rh-lateralorbitofrontal",3.31431876661739,"No","No"
"213","PMFBP1","ctx-rh-parahippocampal",3.5498742941822,"No","No"
"214","PMFBP1","ctx-lh-superiortemporal",2.86044852169906,"No","No"
"215","PMFBP1","ctx-lh-parahippocampal",2.95376665428068,"No","No"
"216","PMFBP1","ctx-rh-superiorparietal",3.2422764107558,"No","No"
"217","PMFBP1","ctx-lh-precuneus",2.85783965160093,"No","No"
"218","PMFBP1","ctx-lh-inferiortemporal",2.90443616459651,"No","No"
"219","PMFBP1","ctx-rh-supramarginal",3.42153941978151,"No","No"
"220","PMFBP1","ctx-rh-parsopercularis",3.3551470436908,"No","No"
"221","PMFBP1","ctx-rh-lingual",3.35238621173412,"No","No"
"222","PMFBP1","ctx-lh-isthmuscingulate",3.31324958240836,"No","No"
"223","PMFBP1","ctx-rh-isthmuscingulate",4.16275511673623,"No","No"
"224","PMFBP1","ctx-rh-lateraloccipital",2.97480585165833,"No","No"
"225","PMFBP1","ctx-rh-superiortemporal",3.45297851871136,"No","No"
"226","PMFBP1","ctx-lh-entorhinal",3.1379001982972,"No","No"
"227","PMFBP1","ctx-rh-temporalpole",3.57175759350806,"No","No"
"228","PMFBP1","ctx-lh-superiorparietal",2.8169018877971,"No","No"
"229","PMFBP1","ctx-lh-parsorbitalis",2.88647488736316,"No","No"
"230","PMFBP1","ctx-rh-caudalmiddlefrontal",3.50259098469483,"No","No"
"231","PMFBP1","ctx-rh-entorhinal",3.68962333100914,"No","No"
"232","PMFBP1","ctx-lh-fusiform",2.81072084510714,"No","No"
"233","PMFBP1","ctx-rh-pericalcarine",3.83241825636653,"No","No"
"234","PMFBP1","ctx-rh-caudalanteriorcingulate",3.36913198191774,"No","No"
"235","PMFBP1","ctx-rh-frontalpole",3.782856477431,"No","No"
"236","PMFBP1","ctx-rh-parstriangularis",3.71185046825575,"No","No"
"237","PMFBP1","ctx-rh-postcentral",3.51274201268062,"No","No"
"238","PMFBP1","ctx-rh-rostralanteriorcingulate",3.78012109314371,"No","No"
"239","PMFBP1","ctx-lh-superiorfrontal",2.91933267915406,"No","No"
"240","PMFBP1","ctx-lh-rostralanteriorcingulate",2.62398378836422,"No","No"
"241","PMFBP1","ctx-lh-precentral",2.99784232990313,"No","No"
"242","PMFBP1","ctx-lh-cuneus",3.09042429308921,"No","No"
"243","PMFBP1","ctx-rh-posteriorcingulate",2.85954646060182,"No","No"
"244","PMFBP1","ctx-lh-parsopercularis",3.08001163350723,"No","No"
"245","PMFBP1","ctx-lh-insula",2.90262904630618,"No","No"
"246","PMFBP1","ctx-rh-transversetemporal",3.07037492615976,"No","No"
"247","PMFBP1","ctx-rh-superiorfrontal",3.26924371388799,"No","No"
"248","PMFBP1","ctx-rh-parsorbitalis",3.29629039038954,"No","No"
"249","PMFBP1","ctx-lh-transversetemporal",3.39679575407574,"No","No"
"250","PMFBP1","ctx-rh-cuneus",2.72106260353695,"No","No"
"251","PMFBP1","ctx-lh-inferiorparietal",2.8813720546633,"No","No"
"252","PMFBP1","ctx-lh-pericalcarine",3.18520115887863,"No","No"
"253","PMFBP1","ctx-lh-postcentral",3.04463298042496,"No","No"
"254","PMFBP1","ctx-lh-supramarginal",3.10595603330855,"No","No"
"255","PMFBP1","ctx-rh-fusiform",3.24312126339414,"No","No"
"256","PMFBP1","ctx-lh-rostralmiddlefrontal",2.8643294283468,"No","No"
"257","PMFBP1","ctx-rh-middletemporal",3.21723987195935,"No","No"
"258","PMFBP1","ctx-lh-frontalpole",3.40731925921026,"No","No"
"259","PMFBP1","ctx-lh-lingual",2.99795720089485,"No","No"
"260","PMFBP1","ctx-lh-lateralorbitofrontal",2.79460994400132,"No","No"
"261","PMFBP1","ctx-lh-bankssts",3.05395222898166,"No","No"
"262","PMFBP1","ctx-rh-inferiorparietal",3.2857891140189,"No","No"
"263","PMFBP1","ctx-lh-caudalanteriorcingulate",3.09769299670717,"No","No"
"264","PMFBP1","ctx-lh-lateraloccipital",3.00371494298152,"No","No"
"265","PMFBP1","ctx-lh-posteriorcingulate",2.64027926329964,"No","No"
"266","PMFBP1","ctx-rh-rostralmiddlefrontal",3.14908357216021,"No","No"
"267","PMFBP1","ctx-lh-parstriangularis",2.74534738455396,"No","No"
"268","PMFBP1","ctx-lh-middletemporal",2.93134212639568,"No","No"
"269","PMFBP1","ctx-rh-bankssts",3.47522369966019,"No","No"
"270","PMFBP1","ctx-lh-caudalmiddlefrontal",2.72935829889977,"No","No"
"271","PMFBP1","ctx-lh-temporalpole",2.6769419636825,"No","No"
"272","PMFBP1","ctx-rh-paracentral",3.41003218116569,"No","No"
"273","MAPK3","ctx-rh-insula",7.78265999074604,"Yes","Yes"
"274","MAPK3","ctx-lh-paracentral",7.5863447152747,"Yes","Yes"
"275","MAPK3","ctx-rh-precuneus",7.46451445784215,"Yes","Yes"
"276","MAPK3","ctx-lh-medialorbitofrontal",7.85450738981454,"Yes","Yes"
"277","MAPK3","ctx-rh-inferiortemporal",7.78482742017502,"Yes","Yes"
"278","MAPK3","ctx-rh-medialorbitofrontal",7.78621664670819,"Yes","Yes"
"279","MAPK3","ctx-rh-precentral",7.40703568667324,"Yes","Yes"
"280","MAPK3","ctx-rh-lateralorbitofrontal",7.75110991428289,"Yes","Yes"
"281","MAPK3","ctx-rh-parahippocampal",7.8904449720559,"Yes","Yes"
"282","MAPK3","ctx-lh-superiortemporal",7.83287592101801,"Yes","Yes"
"283","MAPK3","ctx-lh-parahippocampal",8.01920291737474,"Yes","Yes"
"284","MAPK3","ctx-rh-superiorparietal",7.48195360097244,"Yes","Yes"
"285","MAPK3","ctx-lh-precuneus",7.59652217355235,"Yes","Yes"
"286","MAPK3","ctx-lh-inferiortemporal",7.86728354915732,"Yes","Yes"
"287","MAPK3","ctx-rh-supramarginal",7.76995658826956,"Yes","Yes"
"288","MAPK3","ctx-rh-parsopercularis",7.84942601826232,"Yes","Yes"
"289","MAPK3","ctx-rh-lingual",7.43369917442067,"Yes","Yes"
"290","MAPK3","ctx-lh-isthmuscingulate",7.77607231078561,"Yes","Yes"
"291","MAPK3","ctx-rh-isthmuscingulate",7.45325709564208,"Yes","Yes"
"292","MAPK3","ctx-rh-lateraloccipital",7.30373702786176,"Yes","Yes"
"293","MAPK3","ctx-rh-superiortemporal",7.59703414856264,"Yes","Yes"
"294","MAPK3","ctx-lh-entorhinal",8.1125696866023,"Yes","Yes"
"295","MAPK3","ctx-rh-temporalpole",8.23856139513363,"Yes","Yes"
"296","MAPK3","ctx-lh-superiorparietal",7.63209738668522,"Yes","Yes"
"297","MAPK3","ctx-lh-parsorbitalis",7.92337421779076,"Yes","Yes"
"298","MAPK3","ctx-rh-caudalmiddlefrontal",7.46866441544206,"Yes","Yes"
"299","MAPK3","ctx-rh-entorhinal",7.95055291414741,"Yes","Yes"
"300","MAPK3","ctx-lh-fusiform",7.98590909755542,"Yes","Yes"
"301","MAPK3","ctx-rh-pericalcarine",6.75938955453201,"Yes","Yes"
"302","MAPK3","ctx-rh-caudalanteriorcingulate",7.88463084460958,"Yes","Yes"
"303","MAPK3","ctx-rh-frontalpole",8.03578720101159,"Yes","Yes"
"304","MAPK3","ctx-rh-parstriangularis",7.49617396141808,"Yes","Yes"
"305","MAPK3","ctx-rh-postcentral",7.24920094875624,"Yes","Yes"
"306","MAPK3","ctx-rh-rostralanteriorcingulate",7.8491684879711,"Yes","Yes"
"307","MAPK3","ctx-lh-superiorfrontal",7.80192472880848,"Yes","Yes"
"308","MAPK3","ctx-lh-rostralanteriorcingulate",8.07737831455967,"Yes","Yes"
"309","MAPK3","ctx-lh-precentral",7.71443837866797,"Yes","Yes"
"310","MAPK3","ctx-lh-cuneus",7.27107890833695,"Yes","Yes"
"311","MAPK3","ctx-rh-posteriorcingulate",7.65728742120705,"Yes","Yes"
"312","MAPK3","ctx-lh-parsopercularis",7.71454113778557,"Yes","Yes"
"313","MAPK3","ctx-lh-insula",7.82605040401554,"Yes","Yes"
"314","MAPK3","ctx-rh-transversetemporal",7.33167724313413,"Yes","Yes"
"315","MAPK3","ctx-rh-superiorfrontal",7.75569187283972,"Yes","Yes"
"316","MAPK3","ctx-rh-parsorbitalis",7.44386864245514,"Yes","Yes"
"317","MAPK3","ctx-lh-transversetemporal",7.42155353016514,"Yes","Yes"
"318","MAPK3","ctx-rh-cuneus",7.00874991348167,"Yes","Yes"
"319","MAPK3","ctx-lh-inferiorparietal",7.57184969973389,"Yes","Yes"
"320","MAPK3","ctx-lh-pericalcarine",7.04934740889491,"Yes","Yes"
"321","MAPK3","ctx-lh-postcentral",7.54508007520351,"Yes","Yes"
"322","MAPK3","ctx-lh-supramarginal",7.87130636905824,"Yes","Yes"
"323","MAPK3","ctx-rh-fusiform",7.73528314098678,"Yes","Yes"
"324","MAPK3","ctx-lh-rostralmiddlefrontal",7.69474916110367,"Yes","Yes"
"325","MAPK3","ctx-rh-middletemporal",7.62087321040568,"Yes","Yes"
"326","MAPK3","ctx-lh-frontalpole",7.8565486848246,"Yes","Yes"
"327","MAPK3","ctx-lh-lingual",7.20982084152572,"Yes","Yes"
"328","MAPK3","ctx-lh-lateralorbitofrontal",7.64190032451404,"Yes","Yes"
"329","MAPK3","ctx-lh-bankssts",7.6980126408337,"Yes","Yes"
"330","MAPK3","ctx-rh-inferiorparietal",7.65917803540564,"Yes","Yes"
"331","MAPK3","ctx-lh-caudalanteriorcingulate",8.13890023039774,"Yes","Yes"
"332","MAPK3","ctx-lh-lateraloccipital",7.47291745008246,"Yes","Yes"
"333","MAPK3","ctx-lh-posteriorcingulate",7.74462957725124,"Yes","Yes"
"334","MAPK3","ctx-rh-rostralmiddlefrontal",7.59270932508541,"Yes","Yes"
"335","MAPK3","ctx-lh-parstriangularis",7.62257935004407,"Yes","Yes"
"336","MAPK3","ctx-lh-middletemporal",7.83319135899506,"Yes","Yes"
"337","MAPK3","ctx-rh-bankssts",7.9433304544402,"Yes","Yes"
"338","MAPK3","ctx-lh-caudalmiddlefrontal",7.58535553639275,"Yes","Yes"
"339","MAPK3","ctx-lh-temporalpole",8.14855551231927,"Yes","Yes"
"340","MAPK3","ctx-rh-paracentral",7.58876648518305,"Yes","Yes"
"341","TAOK2","ctx-rh-insula",6.15092018248963,"Yes","Yes"
"342","TAOK2","ctx-lh-paracentral",6.29158292661031,"Yes","Yes"
"343","TAOK2","ctx-rh-precuneus",6.15231802033939,"Yes","Yes"
"344","TAOK2","ctx-lh-medialorbitofrontal",6.26106492859876,"Yes","Yes"
"345","TAOK2","ctx-rh-inferiortemporal",6.10818721686361,"Yes","Yes"
"346","TAOK2","ctx-rh-medialorbitofrontal",6.20422135311707,"Yes","Yes"
"347","TAOK2","ctx-rh-precentral",6.09426393736448,"Yes","Yes"
"348","TAOK2","ctx-rh-lateralorbitofrontal",6.20931623040992,"Yes","Yes"
"349","TAOK2","ctx-rh-parahippocampal",6.35895761983365,"Yes","Yes"
"350","TAOK2","ctx-lh-superiortemporal",6.2660035544922,"Yes","Yes"
"351","TAOK2","ctx-lh-parahippocampal",6.29822695521149,"Yes","Yes"
"352","TAOK2","ctx-rh-superiorparietal",5.95753732839672,"Yes","Yes"
"353","TAOK2","ctx-lh-precuneus",6.34060946141659,"Yes","Yes"
"354","TAOK2","ctx-lh-inferiortemporal",6.30686882413858,"Yes","Yes"
"355","TAOK2","ctx-rh-supramarginal",6.32503222807518,"Yes","Yes"
"356","TAOK2","ctx-rh-parsopercularis",6.18660301909334,"Yes","Yes"
"357","TAOK2","ctx-rh-lingual",6.27254216928239,"Yes","Yes"
"358","TAOK2","ctx-lh-isthmuscingulate",6.33232412589162,"Yes","Yes"
"359","TAOK2","ctx-rh-isthmuscingulate",6.24714542811744,"Yes","Yes"
"360","TAOK2","ctx-rh-lateraloccipital",6.23494106035949,"Yes","Yes"
"361","TAOK2","ctx-rh-superiortemporal",6.09731725880667,"Yes","Yes"
"362","TAOK2","ctx-lh-entorhinal",6.33349418977992,"Yes","Yes"
"363","TAOK2","ctx-rh-temporalpole",6.14482201701581,"Yes","Yes"
