"","gene_symbol","region","expression","in_16p_region","upreg"
"119","XRCC2","ctx-rh-fusiform",1.68999240478748,"No","No"
"120","XRCC2","ctx-lh-rostralmiddlefrontal",1.42107692784277,"No","No"
"121","XRCC2","ctx-rh-middletemporal",1.70433247301092,"No","No"
"122","XRCC2","ctx-lh-frontalpole",1.62126945698337,"No","No"
"123","XRCC2","ctx-lh-lingual",1.40684719050993,"No","No"
"124","XRCC2","ctx-lh-lateralorbitofrontal",1.78669117006773,"No","No"
"125","XRCC2","ctx-lh-bankssts",1.60196861982313,"No","No"
"126","XRCC2","ctx-rh-inferiorparietal",1.85523843666029,"No","No"
"127","XRCC2","ctx-lh-caudalanteriorcingulate",1.4620371686602,"No","No"
"128","XRCC2","ctx-lh-lateraloccipital",1.42315114567141,"No","No"
"129","XRCC2","ctx-lh-posteriorcingulate",1.54844209627724,"No","No"
"130","XRCC2","ctx-rh-rostralmiddlefrontal",1.65999981998059,"No","No"
"131","XRCC2","ctx-lh-parstriangularis",1.86674040056995,"No","No"
"132","XRCC2","ctx-lh-middletemporal",1.41056959691025,"No","No"
"133","XRCC2","ctx-rh-bankssts",1.37605766440935,"No","No"
"134","XRCC2","ctx-lh-caudalmiddlefrontal",1.41370911756303,"No","No"
"135","XRCC2","ctx-lh-temporalpole",1.68903840491317,"No","No"
"136","XRCC2","ctx-rh-paracentral",1.50194720711059,"No","No"
"137","LINC00162","ctx-rh-insula",3.36490749416882,"No","Yes"
"138","LINC00162","ctx-lh-paracentral",3.44297669362087,"No","Yes"
"139","LINC00162","ctx-rh-precuneus",3.59873053731219,"No","Yes"
"140","LINC00162","ctx-lh-medialorbitofrontal",3.14462799663323,"No","Yes"
"141","LINC00162","ctx-rh-inferiortemporal",3.6265223585216,"No","Yes"
"142","LINC00162","ctx-rh-medialorbitofrontal",3.661258054427,"No","Yes"
"143","LINC00162","ctx-rh-precentral",3.55218935841773,"No","Yes"
"144","LINC00162","ctx-rh-lateralorbitofrontal",3.38088417755726,"No","Yes"
"145","LINC00162","ctx-rh-parahippocampal",3.79778775278182,"No","Yes"
"146","LINC00162","ctx-lh-superiortemporal",3.17747301141209,"No","Yes"
"147","LINC00162","ctx-lh-parahippocampal",3.3702905409521,"No","Yes"
"148","LINC00162","ctx-rh-superiorparietal",3.70918005620638,"No","Yes"
"149","LINC00162","ctx-lh-precuneus",3.22339388342608,"No","Yes"
"150","LINC00162","ctx-lh-inferiortemporal",3.2675138164846,"No","Yes"
"151","LINC00162","ctx-rh-supramarginal",3.27599209582661,"No","Yes"
"152","LINC00162","ctx-rh-parsopercularis",3.18423652682496,"No","Yes"
"153","LINC00162","ctx-rh-lingual",3.61287215821944,"No","Yes"
"154","LINC00162","ctx-lh-isthmuscingulate",3.38425735912086,"No","Yes"
"155","LINC00162","ctx-rh-isthmuscingulate",4.22619779899258,"No","Yes"
"156","LINC00162","ctx-rh-lateraloccipital",2.85921852564907,"No","Yes"
"157","LINC00162","ctx-rh-superiortemporal",3.65200518474346,"No","Yes"
"158","LINC00162","ctx-lh-entorhinal",3.40017575399311,"No","Yes"
"159","LINC00162","ctx-rh-temporalpole",3.27766360937528,"No","Yes"
"160","LINC00162","ctx-lh-superiorparietal",2.95824735370328,"No","Yes"
"161","LINC00162","ctx-lh-parsorbitalis",3.02968708241025,"No","Yes"
"162","LINC00162","ctx-rh-caudalmiddlefrontal",3.86984293753957,"No","Yes"
"163","LINC00162","ctx-rh-entorhinal",3.34694082925245,"No","Yes"
"164","LINC00162","ctx-lh-fusiform",3.26022016114095,"No","Yes"
"165","LINC00162","ctx-rh-pericalcarine",3.09482600354779,"No","Yes"
"166","LINC00162","ctx-rh-caudalanteriorcingulate",3.37612998558099,"No","Yes"
"167","LINC00162","ctx-rh-frontalpole",3.09184780672341,"No","Yes"
"168","LINC00162","ctx-rh-parstriangularis",3.80419718224059,"No","Yes"
"169","LINC00162","ctx-rh-postcentral",3.79828820557868,"No","Yes"
"170","LINC00162","ctx-rh-rostralanteriorcingulate",3.49860081653724,"No","Yes"
"171","LINC00162","ctx-lh-superiorfrontal",3.32320070875157,"No","Yes"
"172","LINC00162","ctx-lh-rostralanteriorcingulate",3.0378864917463,"No","Yes"
"173","LINC00162","ctx-lh-precentral",3.3684993542214,"No","Yes"
"174","LINC00162","ctx-lh-cuneus",3.30481101183873,"No","Yes"
"175","LINC00162","ctx-rh-posteriorcingulate",3.60368455238041,"No","Yes"
"176","LINC00162","ctx-lh-parsopercularis",3.28619549319376,"No","Yes"
"177","LINC00162","ctx-lh-insula",3.27813927403051,"No","Yes"
"178","LINC00162","ctx-rh-transversetemporal",2.93857079573143,"No","Yes"
"179","LINC00162","ctx-rh-superiorfrontal",3.41872094466976,"No","Yes"
"180","LINC00162","ctx-rh-parsorbitalis",3.6052420551297,"No","Yes"
"181","LINC00162","ctx-lh-transversetemporal",3.4048290456666,"No","Yes"
"182","LINC00162","ctx-rh-cuneus",3.63927347392731,"No","Yes"
"183","LINC00162","ctx-lh-inferiorparietal",3.38890662519039,"No","Yes"
"184","LINC00162","ctx-lh-pericalcarine",3.22875457185347,"No","Yes"
"185","LINC00162","ctx-lh-postcentral",3.41557377471355,"No","Yes"
"186","LINC00162","ctx-lh-supramarginal",3.40041886785987,"No","Yes"
"187","LINC00162","ctx-rh-fusiform",3.42450338311033,"No","Yes"
"188","LINC00162","ctx-lh-rostralmiddlefrontal",3.26911873048225,"No","Yes"
"189","LINC00162","ctx-rh-middletemporal",3.398722319889,"No","Yes"
"190","LINC00162","ctx-lh-frontalpole",3.83861494216671,"No","Yes"
"191","LINC00162","ctx-lh-lingual",3.3940283681223,"No","Yes"
"192","LINC00162","ctx-lh-lateralorbitofrontal",3.29069920457787,"No","Yes"
"193","LINC00162","ctx-lh-bankssts",3.01633467355263,"No","Yes"
"194","LINC00162","ctx-rh-inferiorparietal",3.76092282018976,"No","Yes"
"195","LINC00162","ctx-lh-caudalanteriorcingulate",3.14966448013869,"No","Yes"
"196","LINC00162","ctx-lh-lateraloccipital",3.42042773243803,"No","Yes"
"197","LINC00162","ctx-lh-posteriorcingulate",3.43663996721681,"No","Yes"
"198","LINC00162","ctx-rh-rostralmiddlefrontal",3.48488858495093,"No","Yes"
"199","LINC00162","ctx-lh-parstriangularis",3.56854484503011,"No","Yes"
"200","LINC00162","ctx-lh-middletemporal",3.25578217309143,"No","Yes"
"201","LINC00162","ctx-rh-bankssts",3.85255290426659,"No","Yes"
"202","LINC00162","ctx-lh-caudalmiddlefrontal",3.28494127815977,"No","Yes"
"203","LINC00162","ctx-lh-temporalpole",3.09384847445309,"No","Yes"
"204","LINC00162","ctx-rh-paracentral",3.65335403513249,"No","Yes"
"205","HIRIP3","ctx-rh-insula",3.93845585526181,"Yes","No"
"206","HIRIP3","ctx-lh-paracentral",4.13803719233612,"Yes","No"
"207","HIRIP3","ctx-rh-precuneus",4.01968118570682,"Yes","No"
"208","HIRIP3","ctx-lh-medialorbitofrontal",4.26075314302452,"Yes","No"
"209","HIRIP3","ctx-rh-inferiortemporal",3.79258824142254,"Yes","No"
"210","HIRIP3","ctx-rh-medialorbitofrontal",4.0659607582984,"Yes","No"
"211","HIRIP3","ctx-rh-precentral",4.04908836419661,"Yes","No"
"212","HIRIP3","ctx-rh-lateralorbitofrontal",4.10272531131247,"Yes","No"
"213","HIRIP3","ctx-rh-parahippocampal",3.84790722114493,"Yes","No"
"214","HIRIP3","ctx-lh-superiortemporal",4.25288068404274,"Yes","No"
"215","HIRIP3","ctx-lh-parahippocampal",4.10085412543227,"Yes","No"
"216","HIRIP3","ctx-rh-superiorparietal",4.00860679339486,"Yes","No"
"217","HIRIP3","ctx-lh-precuneus",4.27974933001273,"Yes","No"
"218","HIRIP3","ctx-lh-inferiortemporal",4.24551148198106,"Yes","No"
"219","HIRIP3","ctx-rh-supramarginal",4.19630195101431,"Yes","No"
"220","HIRIP3","ctx-rh-parsopercularis",4.15766757604485,"Yes","No"
"221","HIRIP3","ctx-rh-lingual",4.04569861108152,"Yes","No"
"222","HIRIP3","ctx-lh-isthmuscingulate",4.06234707984529,"Yes","No"
"223","HIRIP3","ctx-rh-isthmuscingulate",4.11469873238821,"Yes","No"
"224","HIRIP3","ctx-rh-lateraloccipital",4.14597503925416,"Yes","No"
"225","HIRIP3","ctx-rh-superiortemporal",3.94866370693552,"Yes","No"
"226","HIRIP3","ctx-lh-entorhinal",4.02206978120654,"Yes","No"
"227","HIRIP3","ctx-rh-temporalpole",4.20064840841403,"Yes","No"
"228","HIRIP3","ctx-lh-superiorparietal",4.33307709883291,"Yes","No"
"229","HIRIP3","ctx-lh-parsorbitalis",4.32480254771241,"Yes","No"
"230","HIRIP3","ctx-rh-caudalmiddlefrontal",3.97331243087633,"Yes","No"
"231","HIRIP3","ctx-rh-entorhinal",3.96472250561299,"Yes","No"
"232","HIRIP3","ctx-lh-fusiform",4.17913063688545,"Yes","No"
"233","HIRIP3","ctx-rh-pericalcarine",4.07557468706327,"Yes","No"
"234","HIRIP3","ctx-rh-caudalanteriorcingulate",4.21753549569236,"Yes","No"
"235","HIRIP3","ctx-rh-frontalpole",4.487135812798,"Yes","No"
"236","HIRIP3","ctx-rh-parstriangularis",3.7852985703507,"Yes","No"
"237","HIRIP3","ctx-rh-postcentral",4.07093246121834,"Yes","No"
"238","HIRIP3","ctx-rh-rostralanteriorcingulate",4.25048308620515,"Yes","No"
"239","HIRIP3","ctx-lh-superiorfrontal",4.20788604013321,"Yes","No"
"240","HIRIP3","ctx-lh-rostralanteriorcingulate",4.08630961308236,"Yes","No"
"241","HIRIP3","ctx-lh-precentral",4.14580058228764,"Yes","No"
"242","HIRIP3","ctx-lh-cuneus",4.29350762336802,"Yes","No"
"243","HIRIP3","ctx-rh-posteriorcingulate",3.88394383639341,"Yes","No"
"244","HIRIP3","ctx-lh-parsopercularis",4.16201834632415,"Yes","No"
"245","HIRIP3","ctx-lh-insula",4.09816330227372,"Yes","No"
"246","HIRIP3","ctx-rh-transversetemporal",4.1455979489538,"Yes","No"
"247","HIRIP3","ctx-rh-superiorfrontal",4.05000715515961,"Yes","No"
"248","HIRIP3","ctx-rh-parsorbitalis",4.16986258464765,"Yes","No"
"249","HIRIP3","ctx-lh-transversetemporal",4.24979823594598,"Yes","No"
"250","HIRIP3","ctx-rh-cuneus",4.16384742034661,"Yes","No"
"251","HIRIP3","ctx-lh-inferiorparietal",4.11401298579904,"Yes","No"
"252","HIRIP3","ctx-lh-pericalcarine",4.29980402097215,"Yes","No"
"253","HIRIP3","ctx-lh-postcentral",4.26971278389634,"Yes","No"
"254","HIRIP3","ctx-lh-supramarginal",4.26443292484181,"Yes","No"
"255","HIRIP3","ctx-rh-fusiform",3.97329564697047,"Yes","No"
"256","HIRIP3","ctx-lh-rostralmiddlefrontal",4.21498878980167,"Yes","No"
"257","HIRIP3","ctx-rh-middletemporal",4.05144918607258,"Yes","No"
"258","HIRIP3","ctx-lh-frontalpole",4.16697670886726,"Yes","No"
"259","HIRIP3","ctx-lh-lingual",4.30356902189388,"Yes","No"
"260","HIRIP3","ctx-lh-lateralorbitofrontal",4.15777152413139,"Yes","No"
"261","HIRIP3","ctx-lh-bankssts",4.14221461515729,"Yes","No"
"262","HIRIP3","ctx-rh-inferiorparietal",4.21918637439745,"Yes","No"
"263","HIRIP3","ctx-lh-caudalanteriorcingulate",4.15549025410805,"Yes","No"
"264","HIRIP3","ctx-lh-lateraloccipital",4.20674867362783,"Yes","No"
"265","HIRIP3","ctx-lh-posteriorcingulate",4.10793269946247,"Yes","No"
"266","HIRIP3","ctx-rh-rostralmiddlefrontal",4.07786286577038,"Yes","No"
"267","HIRIP3","ctx-lh-parstriangularis",4.1379309512517,"Yes","No"
"268","HIRIP3","ctx-lh-middletemporal",4.21322240221689,"Yes","No"
"269","HIRIP3","ctx-rh-bankssts",4.27514847733711,"Yes","No"
"270","HIRIP3","ctx-lh-caudalmiddlefrontal",4.18512815684149,"Yes","No"
"271","HIRIP3","ctx-lh-temporalpole",4.09975242215658,"Yes","No"
"272","HIRIP3","ctx-rh-paracentral",3.98582044222994,"Yes","No"
"273","MAPK3","ctx-rh-insula",7.78265999074604,"Yes","No"
"274","MAPK3","ctx-lh-paracentral",7.5863447152747,"Yes","No"
"275","MAPK3","ctx-rh-precuneus",7.46451445784215,"Yes","No"
"276","MAPK3","ctx-lh-medialorbitofrontal",7.85450738981454,"Yes","No"
"277","MAPK3","ctx-rh-inferiortemporal",7.78482742017502,"Yes","No"
"278","MAPK3","ctx-rh-medialorbitofrontal",7.78621664670819,"Yes","No"
"279","MAPK3","ctx-rh-precentral",7.40703568667324,"Yes","No"
"280","MAPK3","ctx-rh-lateralorbitofrontal",7.75110991428289,"Yes","No"
"281","MAPK3","ctx-rh-parahippocampal",7.8904449720559,"Yes","No"
"282","MAPK3","ctx-lh-superiortemporal",7.83287592101801,"Yes","No"
"283","MAPK3","ctx-lh-parahippocampal",8.01920291737474,"Yes","No"
"284","MAPK3","ctx-rh-superiorparietal",7.48195360097244,"Yes","No"
"285","MAPK3","ctx-lh-precuneus",7.59652217355235,"Yes","No"
"286","MAPK3","ctx-lh-inferiortemporal",7.86728354915732,"Yes","No"
"287","MAPK3","ctx-rh-supramarginal",7.76995658826956,"Yes","No"
"288","MAPK3","ctx-rh-parsopercularis",7.84942601826232,"Yes","No"
"289","MAPK3","ctx-rh-lingual",7.43369917442067,"Yes","No"
"290","MAPK3","ctx-lh-isthmuscingulate",7.77607231078561,"Yes","No"
"291","MAPK3","ctx-rh-isthmuscingulate",7.45325709564208,"Yes","No"
"292","MAPK3","ctx-rh-lateraloccipital",7.30373702786176,"Yes","No"
"293","MAPK3","ctx-rh-superiortemporal",7.59703414856264,"Yes","No"
"294","MAPK3","ctx-lh-entorhinal",8.1125696866023,"Yes","No"
"295","MAPK3","ctx-rh-temporalpole",8.23856139513363,"Yes","No"
"296","MAPK3","ctx-lh-superiorparietal",7.63209738668522,"Yes","No"
"297","MAPK3","ctx-lh-parsorbitalis",7.92337421779076,"Yes","No"
"298","MAPK3","ctx-rh-caudalmiddlefrontal",7.46866441544206,"Yes","No"
"299","MAPK3","ctx-rh-entorhinal",7.95055291414741,"Yes","No"
"300","MAPK3","ctx-lh-fusiform",7.98590909755542,"Yes","No"
"301","MAPK3","ctx-rh-pericalcarine",6.75938955453201,"Yes","No"
"302","MAPK3","ctx-rh-caudalanteriorcingulate",7.88463084460958,"Yes","No"
"303","MAPK3","ctx-rh-frontalpole",8.03578720101159,"Yes","No"
"304","MAPK3","ctx-rh-parstriangularis",7.49617396141808,"Yes","No"
"305","MAPK3","ctx-rh-postcentral",7.24920094875624,"Yes","No"
"306","MAPK3","ctx-rh-rostralanteriorcingulate",7.8491684879711,"Yes","No"
"307","MAPK3","ctx-lh-superiorfrontal",7.80192472880848,"Yes","No"
"308","MAPK3","ctx-lh-rostralanteriorcingulate",8.07737831455967,"Yes","No"
"309","MAPK3","ctx-lh-precentral",7.71443837866797,"Yes","No"
"310","MAPK3","ctx-lh-cuneus",7.27107890833695,"Yes","No"
"311","MAPK3","ctx-rh-posteriorcingulate",7.65728742120705,"Yes","No"
"312","MAPK3","ctx-lh-parsopercularis",7.71454113778557,"Yes","No"
"313","MAPK3","ctx-lh-insula",7.82605040401554,"Yes","No"
"314","MAPK3","ctx-rh-transversetemporal",7.33167724313413,"Yes","No"
"315","MAPK3","ctx-rh-superiorfrontal",7.75569187283972,"Yes","No"
"316","MAPK3","ctx-rh-parsorbitalis",7.44386864245514,"Yes","No"
"317","MAPK3","ctx-lh-transversetemporal",7.42155353016514,"Yes","No"
"318","MAPK3","ctx-rh-cuneus",7.00874991348167,"Yes","No"
"319","MAPK3","ctx-lh-inferiorparietal",7.57184969973389,"Yes","No"
"320","MAPK3","ctx-lh-pericalcarine",7.04934740889491,"Yes","No"
"321","MAPK3","ctx-lh-postcentral",7.54508007520351,"Yes","No"
"322","MAPK3","ctx-lh-supramarginal",7.87130636905824,"Yes","No"
"323","MAPK3","ctx-rh-fusiform",7.73528314098678,"Yes","No"
"324","MAPK3","ctx-lh-rostralmiddlefrontal",7.69474916110367,"Yes","No"
"325","MAPK3","ctx-rh-middletemporal",7.62087321040568,"Yes","No"
"326","MAPK3","ctx-lh-frontalpole",7.8565486848246,"Yes","No"
"327","MAPK3","ctx-lh-lingual",7.20982084152572,"Yes","No"
"328","MAPK3","ctx-lh-lateralorbitofrontal",7.64190032451404,"Yes","No"
"329","MAPK3","ctx-lh-bankssts",7.6980126408337,"Yes","No"
"330","MAPK3","ctx-rh-inferiorparietal",7.65917803540564,"Yes","No"
"331","MAPK3","ctx-lh-caudalanteriorcingulate",8.13890023039774,"Yes","No"
"332","MAPK3","ctx-lh-lateraloccipital",7.47291745008246,"Yes","No"
"333","MAPK3","ctx-lh-posteriorcingulate",7.74462957725124,"Yes","No"
"334","MAPK3","ctx-rh-rostralmiddlefrontal",7.59270932508541,"Yes","No"
"335","MAPK3","ctx-lh-parstriangularis",7.62257935004407,"Yes","No"
"336","MAPK3","ctx-lh-middletemporal",7.83319135899506,"Yes","No"
"337","MAPK3","ctx-rh-bankssts",7.9433304544402,"Yes","No"
"338","MAPK3","ctx-lh-caudalmiddlefrontal",7.58535553639275,"Yes","No"
"339","MAPK3","ctx-lh-temporalpole",8.14855551231927,"Yes","No"
"340","MAPK3","ctx-rh-paracentral",7.58876648518305,"Yes","No"
"341","CORO1A","ctx-rh-insula",7.65950569300696,"Yes","No"
"342","CORO1A","ctx-lh-paracentral",7.39181808722436,"Yes","No"
"343","CORO1A","ctx-rh-precuneus",6.95163097070656,"Yes","No"
"344","CORO1A","ctx-lh-medialorbitofrontal",7.89006775552031,"Yes","No"
"345","CORO1A","ctx-rh-inferiortemporal",7.48671692047038,"Yes","No"
"346","CORO1A","ctx-rh-medialorbitofrontal",7.69807510137751,"Yes","No"
"347","CORO1A","ctx-rh-precentral",7.1939604415941,"Yes","No"
"348","CORO1A","ctx-rh-lateralorbitofrontal",7.60391088538053,"Yes","No"
"349","CORO1A","ctx-rh-parahippocampal",7.32300587003651,"Yes","No"
"350","CORO1A","ctx-lh-superiortemporal",7.70667635825479,"Yes","No"
"351","CORO1A","ctx-lh-parahippocampal",7.86824360891016,"Yes","No"
"352","CORO1A","ctx-rh-superiorparietal",7.14396419974785,"Yes","No"
"353","CORO1A","ctx-lh-precuneus",7.35586052753006,"Yes","No"
"354","CORO1A","ctx-lh-inferiortemporal",7.76375128607471,"Yes","No"
"355","CORO1A","ctx-rh-supramarginal",7.28689500781263,"Yes","No"
"356","CORO1A","ctx-rh-parsopercularis",7.89456699607038,"Yes","No"
"357","CORO1A","ctx-rh-lingual",6.97715707487979,"Yes","No"
"358","CORO1A","ctx-lh-isthmuscingulate",7.34220902998925,"Yes","No"
"359","CORO1A","ctx-rh-isthmuscingulate",6.81905089153746,"Yes","No"
"360","CORO1A","ctx-rh-lateraloccipital",6.80903483672733,"Yes","No"
