ENSEMBL ID,HGNC Symbol,Gene Biotype,Description,log2(FC) DUP vs DEL,"P value, DUP vs DEL","FDR-adjusted P value, DUP vs DEL",log2(FC) DUP vs CTL,"P value, DUP vs CTL","FDR-adjusted P value, DUP vs CTL",log2(FC) DEL vs CTL,"P value, DEL vs CTL","FDR-adjusted P value, DEL vs CTL"
ENSG00000102879,CORO1A,protein_coding,"coronin, actin binding protein, 1A [Source:HGNC Symbol;Acc:2252]",1.931131684,3.27E-12,4.69E-09,0.761132024,0.000104816,0.030087852,-1.16999966,1.05E-08,1.03E-05
ENSG00000149932,TMEM219,protein_coding,transmembrane protein 219 [Source:HGNC Symbol;Acc:25201],1.259447341,8.29E-12,1.03E-08,0.269859581,0.028975531,0.309936095,-0.98958776,4.01E-11,7.03E-08
ENSG00000149929,HIRIP3,protein_coding,HIRA interacting protein 3 [Source:HGNC Symbol;Acc:4917],1.550399338,8.52E-12,1.03E-08,0.530122693,0.000945649,0.081423023,-1.020276645,2.44E-09,2.96E-06
ENSG00000185928,PAGR1,protein_coding,PAXIP1 associated glutamate-rich protein 1 [Source:HGNC Symbol;Acc:28707],1.556728909,1.12E-10,1.27E-07,0.285721769,0.083194791,0.451335287,-1.27100714,2.98E-10,4.28E-07
ENSG00000102882,MAPK3,protein_coding,mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:6877],1.768524947,1.46E-10,1.54E-07,0.562942904,0.004513406,0.158350334,-1.205582043,1.81E-08,1.68E-05
ENSG00000149927,DOC2A,protein_coding,"double C2-like domains, alpha [Source:HGNC Symbol;Acc:2985]",1.41193163,2.82E-10,2.78E-07,0.466607238,0.003218067,0.134766166,-0.945324392,1.03E-07,9.00E-05
ENSG00000174939,ASPHD1,protein_coding,aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:27380],1.729892961,1.13E-09,1.05E-06,0.67794647,0.001251072,0.090020386,-1.05194649,1.55E-06,0.000979463
ENSG00000205534,RP11-345J4.8,pseudogene,,1.314639444,1.67E-09,1.46E-06,0.781929534,8.17E-06,0.008061523,-0.53270991,0.000562337,0.063871744
ENSG00000174943,KCTD13,protein_coding,potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:22234],1.47792106,2.31E-09,1.92E-06,0.644025596,0.000445579,0.059248183,-0.833895464,1.37E-05,0.005135041
ENSG00000260114,CTD-2574D22.4,sense_intronic,,1.508309645,5.00E-09,3.95E-06,0.613647226,0.000951093,0.081423023,-0.894662419,1.67E-05,0.005855285
ENSG00000169592,INO80E,protein_coding,INO80 complex subunit E [Source:HGNC Symbol;Acc:26905],1.388843484,7.34E-09,5.52E-06,0.380466463,0.035052855,0.336225871,-1.00837702,1.24E-07,9.82E-05
ENSG00000090238,YPEL3,protein_coding,yippee-like 3 (Drosophila) [Source:HGNC Symbol;Acc:18327],1.330012183,1.16E-08,8.34E-06,0.483673567,0.006255394,0.177520233,-0.846338617,3.42E-06,0.001800961
ENSG00000204525,HLA-C,protein_coding,"major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:4933]",4.633275448,2.00E-08,1.37E-05,0.853039878,0.095147546,0.471494915,-3.78023557,7.78E-07,0.000533771
ENSG00000175548,ALG10B,protein_coding,"ALG10B, alpha-1,2-glucosyltransferase [Source:HGNC Symbol;Acc:31088]",-3.372035728,2.43E-08,1.60E-05,-1.988115749,0.000329966,0.055801848,1.383919978,1.11E-05,0.004620679
ENSG00000146707,POMZP3,protein_coding,POM121 and ZP3 fusion [Source:HGNC Symbol;Acc:9203],-1.492826863,6.52E-08,4.12E-05,-0.766248218,0.001599359,0.099791433,0.726578645,2.95E-05,0.008785618
ENSG00000110455,ACCS,protein_coding,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional) [Source:HGNC Symbol;Acc:23989],-1.156437862,7.46E-08,4.53E-05,-0.779799263,3.37E-05,0.018344382,0.376638599,0.009782053,0.291551123
ENSG00000169627,BOLA2B,protein_coding,bolA family member 2B [Source:HGNC Symbol;Acc:32479],1.141210698,1.04E-07,6.08E-05,0.411786941,0.015373601,0.248829842,-0.729423758,1.11E-05,0.004620679
ENSG00000183793,NPIPA5,protein_coding,"nuclear pore complex interacting protein family, member A5 [Source:HGNC Symbol;Acc:41980]",1.967019554,1.47E-07,8.29E-05,0.742814996,0.006088266,0.176845335,-1.224204558,0.000104381,0.023431208
ENSG00000260719,AC009133.17,antisense,,1.572008204,1.67E-07,9.08E-05,0.508465019,0.011199934,0.222610201,-1.063543184,6.88E-05,0.018501403
ENSG00000205572,SERF1B,protein_coding,small EDRK-rich factor 1B (centromeric) [Source:HGNC Symbol;Acc:10756],-0.798007792,1.82E-07,9.57E-05,-0.727745552,7.40E-07,0.001948751,0.070262241,0.465943887,0.874258752
ENSG00000162104,ADCY9,protein_coding,adenylate cyclase 9 [Source:HGNC Symbol;Acc:240],0.995611885,2.38E-07,0.000121009,0.523387349,0.001295615,0.090911845,-0.472224536,0.000645257,0.069301482
ENSG00000152726,FAM21B,protein_coding,"family with sequence similarity 21, member B [Source:HGNC Symbol;Acc:23417]",4.269385012,4.82E-07,0.00023804,2.075380713,0.000850978,0.077660339,-2.194004299,0.002104402,0.136725507
ENSG00000079819,EPB41L2,protein_coding,erythrocyte membrane protein band 4.1-like 2 [Source:HGNC Symbol;Acc:3379],0.608592268,9.13E-07,0.000436974,0.526469672,5.20E-06,0.005862823,-0.082122596,0.330475093,0.811899221
ENSG00000178381,ZFAND2A,protein_coding,"zinc finger, AN1-type domain 2A [Source:HGNC Symbol;Acc:28073]",-1.141718236,9.75E-07,0.000450305,-0.516326591,0.010625638,0.218150289,0.625391645,0.000134496,0.02793971
ENSG00000167371,PRRT2,protein_coding,proline-rich transmembrane protein 2 [Source:HGNC Symbol;Acc:30500],1.643439818,1.02E-06,0.000450305,0.424771505,0.109012658,0.492584956,-1.218668314,1.03E-05,0.004503548
ENSG00000132031,MATN3,protein_coding,matrilin 3 [Source:HGNC Symbol;Acc:6909],-1.284428067,1.05E-06,0.000450305,-0.665567078,0.004776966,0.161890376,0.618860989,0.000324861,0.049795236
ENSG00000149922,TBX6,protein_coding,T-box 6 [Source:HGNC Symbol;Acc:11605],1.744761126,1.06E-06,0.000450305,0.605681635,0.028125857,0.3068272,-1.139079492,0.000119353,0.025464089
ENSG00000130338,TULP4,protein_coding,tubby like protein 4 [Source:HGNC Symbol;Acc:15530],0.557941208,1.44E-06,0.000596621,0.417108811,6.62E-05,0.026148855,-0.140832397,0.080714576,0.584551765
ENSG00000164715,LMTK2,protein_coding,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:17880],0.590010521,1.56E-06,0.000629046,0.421946396,0.0001306,0.03380179,-0.168064125,0.050037372,0.509188668
ENSG00000185483,ROR1,protein_coding,receptor tyrosine kinase-like orphan receptor 1 [Source:HGNC Symbol;Acc:10256],0.637250128,1.59E-06,0.000629046,0.375306403,0.001159759,0.087759334,-0.261943725,0.006056855,0.241775089
ENSG00000205571,SMN2,protein_coding,"survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:11118]",-3.521225351,1.86E-06,0.000715262,-3.224287629,1.83E-05,0.013958177,0.296937722,0.420232514,0.857277333
ENSG00000119537,KDSR,protein_coding,3-ketodihydrosphingosine reductase [Source:HGNC Symbol;Acc:4021],0.521092032,2.65E-06,0.000997602,0.289877266,0.002774239,0.123379388,-0.231214766,0.003753528,0.187988863
ENSG00000152076,CCDC74B,protein_coding,coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:25267],-1.357472229,2.82E-06,0.001035681,-0.934323793,0.000446575,0.059248183,0.423148436,0.028609665,0.438719875
ENSG00000230724,LINC01001,lincRNA,long intergenic non-protein coding RNA 1001 [Source:HGNC Symbol;Acc:38540],1.301581755,5.85E-06,0.002099038,0.371738109,0.089515062,0.460947095,-0.929843646,0.000180976,0.034355526
ENSG00000102886,GDPD3,protein_coding,glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:28638],1.702758602,6.10E-06,0.002104867,0.601005675,0.043944083,0.361123811,-1.101752927,0.000426881,0.055242594
ENSG00000230202,RP11-632C17__A.1,pseudogene,,3.847597076,6.13E-06,0.002104867,2.008999246,0.003154591,0.132812494,-1.83859783,0.008214201,0.270178756
ENSG00000185745,IFIT1,protein_coding,interferon-induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:5407],-1.850451235,6.93E-06,0.002329201,-1.464907719,0.000249504,0.046995598,0.385543515,0.11867767,0.644572642
ENSG00000106153,CHCHD2,protein_coding,coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:21645],-5.270315127,7.37E-06,0.002423167,-4.788484386,8.29E-05,0.028888623,0.481830741,0.325463835,0.809704177
ENSG00000247735,CTD-2574D22.2,antisense,,1.466716092,8.93E-06,0.002876678,0.394676063,0.121979932,0.509605355,-1.072040029,0.000167468,0.032243697
ENSG00000101850,GPR143,protein_coding,G protein-coupled receptor 143 [Source:HGNC Symbol;Acc:20145],0.819789331,9.55E-06,0.003015042,0.615283052,0.000332238,0.055801848,-0.204506279,0.109202247,0.628843068
ENSG00000114021,NIT2,protein_coding,"nitrilase family, member 2 [Source:HGNC Symbol;Acc:29878]",-0.539819942,1.02E-05,0.003160924,-0.39041315,0.000626298,0.068193104,0.149406792,0.068477677,0.559588803
ENSG00000218336,TENM3,protein_coding,teneurin transmembrane protein 3 [Source:HGNC Symbol;Acc:29944],0.822662449,1.09E-05,0.003321613,0.551021479,0.001033173,0.084516779,-0.27164097,0.043939818,0.497111547
ENSG00000169668,BCRP2,pseudogene,breakpoint cluster region pseudogene 2 [Source:HGNC Symbol;Acc:1015],3.425014862,1.36E-05,0.004040802,-0.038431618,0.94464358,0.98356496,-3.463446479,5.81E-06,0.002781362
ENSG00000188352,FOCAD,protein_coding,focadhesin [Source:HGNC Symbol;Acc:23377],0.415960022,1.43E-05,0.004192723,0.260020685,0.002318184,0.115277069,-0.155939337,0.025842765,0.423681807
ENSG00000163956,LRPAP1,protein_coding,low density lipoprotein receptor-related protein associated protein 1 [Source:HGNC Symbol;Acc:6701],0.539879199,1.62E-05,0.004656432,0.295403731,0.00719711,0.188750774,-0.244475468,0.008566626,0.270807117
ENSG00000185164,NOMO2,protein_coding,NODAL modulator 2 [Source:HGNC Symbol;Acc:22652],0.72505893,1.65E-05,0.004665456,0.493595382,0.001156191,0.087759334,-0.231463548,0.056960397,0.529306378
ENSG00000255192,NANOGP8,pseudogene,Nanog homeobox pseudogene 8 [Source:HGNC Symbol;Acc:23106],-2.307816476,2.01E-05,0.005544613,-2.517188727,1.22E-05,0.010683219,-0.209372251,0.453861248,0.871294868
ENSG00000204387,C6orf48,protein_coding,chromosome 6 open reading frame 48 [Source:HGNC Symbol;Acc:19078],-0.513668199,2.14E-05,0.005544613,-0.387971876,0.00049388,0.061727184,0.125696324,0.143468697,0.667997337
ENSG00000251022,THAP9-AS1,antisense,THAP9 antisense RNA 1 [Source:HGNC Symbol;Acc:44172],-0.593454415,2.18E-05,0.005544613,-0.502588203,0.000122842,0.032829818,0.090866212,0.359720365,0.825714615
ENSG00000196535,MYO18A,protein_coding,myosin XVIIIA [Source:HGNC Symbol;Acc:31104],0.402566561,2.22E-05,0.005544613,0.235976502,0.00504354,0.163436273,-0.166590058,0.017442613,0.373488224
ENSG00000230373,GOLGA6L5P,pseudogene,"golgin A6 family-like 5, pseudogene [Source:HGNC Symbol;Acc:30472]",-1.12786336,2.22E-05,0.005544613,-1.087896307,2.31E-05,0.015104181,0.039967052,0.829344169,0.967322638
ENSG00000130779,CLIP1,protein_coding,CAP-GLY domain containing linker protein 1 [Source:HGNC Symbol;Acc:10461],0.452237446,2.23E-05,0.005544613,0.285496338,0.00276823,0.123379388,-0.166741108,0.032673062,0.454891328
ENSG00000099290,FAM21A,protein_coding,"family with sequence similarity 21, member A [Source:HGNC Symbol;Acc:23416]",-1.15914807,2.24E-05,0.005544613,-1.130262765,2.49E-05,0.015104181,0.028885305,0.875804208,0.979271365
ENSG00000173226,IQCB1,protein_coding,IQ motif containing B1 [Source:HGNC Symbol;Acc:28949],-0.485133213,2.25E-05,0.005544613,-0.217885139,0.029610929,0.313336025,0.267248074,0.00179834,0.124527124
ENSG00000182909,LENG9,protein_coding,leukocyte receptor cluster (LRC) member 9 [Source:HGNC Symbol;Acc:16306],-1.292628148,2.35E-05,0.005654005,-1.029689351,0.000526052,0.06244589,0.262938798,0.169078156,0.706227308
ENSG00000171466,ZNF562,protein_coding,zinc finger protein 562 [Source:HGNC Symbol;Acc:25950],0.802642208,2.36E-05,0.005654005,0.138657764,0.382754224,0.74180216,-0.663984443,2.08E-05,0.006571798
ENSG00000249459,ZNF286B,protein_coding,zinc finger protein 286B [Source:HGNC Symbol;Acc:33241],0.637359547,3.52E-05,0.008298409,0.610458737,4.12E-05,0.02032427,-0.02690081,0.8030393,0.961690712
ENSG00000148842,CNNM2,protein_coding,cyclin M2 [Source:HGNC Symbol;Acc:103],0.561663512,3.82E-05,0.008775588,0.369528949,0.002712644,0.123066745,-0.192134563,0.053854021,0.520012097
ENSG00000071537,SEL1L,protein_coding,sel-1 suppressor of lin-12-like (C. elegans) [Source:HGNC Symbol;Acc:10717],0.610228084,3.84E-05,0.008775588,0.457377692,0.000808481,0.076432902,-0.152850393,0.151473026,0.681714978
ENSG00000101464,PIGU,protein_coding,"phosphatidylinositol glycan anchor biosynthesis, class U [Source:HGNC Symbol;Acc:15791]",0.562925456,4.03E-05,0.008980445,0.289889758,0.017110111,0.254850622,-0.273035698,0.007395702,0.257755733
ENSG00000196834,POTEI,protein_coding,"POTE ankyrin domain family, member I [Source:HGNC Symbol;Acc:37093]",2.850920722,4.04E-05,0.008980445,1.761114774,0.001184713,0.087846504,-1.089805947,0.067630554,0.557281411
ENSG00000120594,PLXDC2,protein_coding,plexin domain containing 2 [Source:HGNC Symbol;Acc:21013],0.585200086,4.20E-05,0.009150713,0.272365666,0.029219303,0.311278244,-0.31283442,0.00399937,0.19366489
ENSG00000140043,PTGR2,protein_coding,prostaglandin reductase 2 [Source:HGNC Symbol;Acc:20149],0.729619237,4.23E-05,0.009150713,-0.49976029,0.00134016,0.092074635,-1.229379528,8.04E-11,1.27E-07
ENSG00000143375,CGN,protein_coding,cingulin [Source:HGNC Symbol;Acc:17429],0.587027962,4.40E-05,0.009381657,0.375982996,0.003641101,0.143224362,-0.211044966,0.046083808,0.500630179
ENSG00000059804,SLC2A3,protein_coding,"solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:11007]",1.154616594,4.50E-05,0.009448308,0.828137631,0.001373194,0.093099893,-0.326478963,0.112078794,0.633245193
ENSG00000169607,CKAP2L,protein_coding,cytoskeleton associated protein 2-like [Source:HGNC Symbol;Acc:26877],0.592703696,4.56E-05,0.009448308,0.335398756,0.009644267,0.208718109,-0.25730494,0.017081056,0.371454154
ENSG00000121310,ECHDC2,protein_coding,enoyl CoA hydratase domain containing 2 [Source:HGNC Symbol;Acc:23408],-0.643569088,4.61E-05,0.009448308,-0.337875376,0.013894122,0.239664205,0.305693712,0.01198691,0.317532454
ENSG00000169783,LINGO1,protein_coding,leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:21205],0.867089284,4.70E-05,0.009514991,0.350445023,0.060353065,0.400695622,-0.516644261,0.001429559,0.113621935
ENSG00000135837,CEP350,protein_coding,centrosomal protein 350kDa [Source:HGNC Symbol;Acc:24238],0.472743003,5.02E-05,0.009837239,0.321116452,0.00241137,0.11750219,-0.151626551,0.075681761,0.577507799
ENSG00000143153,ATP1B1,protein_coding,"ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:804]",0.574318575,5.03E-05,0.009837239,0.4640826,0.000475121,0.061485343,-0.110235975,0.272734497,0.779636473
ENSG00000271793,RP11-321N4.5,protein_coding,,1.767558876,5.10E-05,0.009837239,1.371222429,0.000830473,0.076960265,-0.396336447,0.192843975,0.725030349
ENSG00000250722,SEPP1,protein_coding,"selenoprotein P, plasma, 1 [Source:HGNC Symbol;Acc:10751]",-1.030853705,5.11E-05,0.009837239,-0.999463633,9.22E-05,0.029535047,0.031390072,0.845129553,0.97111694
ENSG00000149177,PTPRJ,protein_coding,"protein tyrosine phosphatase, receptor type, J [Source:HGNC Symbol;Acc:9673]",0.52244576,5.32E-05,0.009968526,0.372767606,0.001674139,0.101269397,-0.149678154,0.109502858,0.628999558
ENSG00000138336,TET1,protein_coding,tet methylcytosine dioxygenase 1 [Source:HGNC Symbol;Acc:29484],0.57667274,5.33E-05,0.009968526,0.192315121,0.119458071,0.506635958,-0.384357619,0.000556575,0.063758857
ENSG00000154917,RAB6B,protein_coding,"RAB6B, member RAS oncogene family [Source:HGNC Symbol;Acc:14902]",0.715421728,5.37E-05,0.009968526,0.305090215,0.049718438,0.373796097,-0.410331512,0.002301146,0.143033463
ENSG00000187688,TRPV2,protein_coding,"transient receptor potential cation channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:18082]",1.13823315,5.51E-05,0.010121621,0.709067939,0.004574125,0.158987688,-0.429165212,0.044882409,0.498412004
ENSG00000257923,CUX1,protein_coding,cut-like homeobox 1 [Source:HGNC Symbol;Acc:2557],0.469247371,5.83E-05,0.010584027,0.278140605,0.007615529,0.192283898,-0.191106766,0.028363718,0.43840704
ENSG00000170775,GPR37,protein_coding,G protein-coupled receptor 37 (endothelin receptor type B-like) [Source:HGNC Symbol;Acc:4494],1.024143747,5.98E-05,0.010588093,0.574663194,0.01360129,0.237925516,-0.449480553,0.013482559,0.335745483
ENSG00000166272,WBP1L,protein_coding,WW domain binding protein 1-like [Source:HGNC Symbol;Acc:23510],0.447172461,6.03E-05,0.010588093,0.34899889,0.000875057,0.078322346,-0.098173571,0.208396625,0.737397799
ENSG00000196935,SRGAP1,protein_coding,SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:17382],0.7032521,6.04E-05,0.010588093,0.380096757,0.013187188,0.235913868,-0.323155342,0.016499826,0.36567611
ENSG00000132470,ITGB4,protein_coding,"integrin, beta 4 [Source:HGNC Symbol;Acc:6158]",0.847955083,6.23E-05,0.010807337,0.166081893,0.360930299,0.729082221,-0.68187319,6.37E-05,0.017631996
ENSG00000105409,ATP1A3,protein_coding,"ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:HGNC Symbol;Acc:801]",0.83886767,6.56E-05,0.011097641,0.732254922,0.000269894,0.049105846,-0.106612747,0.467089757,0.874679769
ENSG00000203667,COX20,protein_coding,COX20 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26970],-0.541857461,6.57E-05,0.011097641,-0.32192518,0.008790526,0.202605575,0.219932281,0.02654488,0.427628801
ENSG00000204466,DGKK,processed_transcript,"diacylglycerol kinase, kappa [Source:HGNC Symbol;Acc:32395]",1.263839552,6.61E-05,0.011097641,0.863194064,0.002935344,0.128019916,-0.400645489,0.080716143,0.584551765
ENSG00000166532,RIMKLB,protein_coding,ribosomal modification protein rimK-like family member B [Source:HGNC Symbol;Acc:29228],-0.520966389,6.68E-05,0.011097641,-0.313649329,0.007575161,0.191968934,0.20731706,0.032194015,0.453978573
ENSG00000182158,CREB3L2,protein_coding,cAMP responsive element binding protein 3-like 2 [Source:HGNC Symbol;Acc:23720],0.882235843,7.01E-05,0.011526728,0.588483369,0.003448147,0.13994691,-0.293752473,0.07258189,0.570944927
ENSG00000169760,NLGN1,protein_coding,neuroligin 1 [Source:HGNC Symbol;Acc:14291],0.763690534,7.26E-05,0.011809225,0.73269906,6.81E-05,0.026156283,-0.030991475,0.824319011,0.965096244
ENSG00000148408,CACNA1B,protein_coding,"calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:HGNC Symbol;Acc:1389]",1.758181985,7.52E-05,0.012089145,1.656186129,9.98E-05,0.030087852,-0.101995855,0.748474297,0.950749077
ENSG00000147124,ZNF41,protein_coding,zinc finger protein 41 [Source:HGNC Symbol;Acc:13107],0.650490136,7.58E-05,0.012089145,0.358199472,0.015256448,0.248829842,-0.292290664,0.016271749,0.362339025
ENSG00000085231,TAF9,protein_coding,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa [Source:HGNC Symbol;Acc:11542]",-0.369659452,7.70E-05,0.012162361,-0.212410172,0.011527594,0.22382427,0.15724928,0.023147756,0.409727151
ENSG00000073849,ST6GAL1,protein_coding,"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 [Source:HGNC Symbol;Acc:10860]",0.509618621,7.80E-05,0.012193287,0.183824407,0.101283226,0.478842902,-0.325794214,0.001198032,0.101691008
ENSG00000229212,RP11-561C5.4,pseudogene,,-1.036533263,7.94E-05,0.012260787,-1.009140866,0.000104741,0.030087852,0.027392397,0.876157754,0.979271365
ENSG00000214796,RP11-480I12.5,pseudogene,,-0.527124818,8.00E-05,0.012260787,-0.341821669,0.005381555,0.168758852,0.185303149,0.053434198,0.519480849
ENSG00000198237,RP11-98J23.2,pseudogene,,-1.214962276,8.38E-05,0.012631269,-1.189667586,9.53E-05,0.029535047,0.02529469,0.903987702,0.983743632
ENSG00000116984,MTR,protein_coding,5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:7468],0.354731267,8.40E-05,0.012631269,0.238045963,0.00364577,0.143224362,-0.116685304,0.080237701,0.584551765
ENSG00000183604,RP11-347C12.2,pseudogene,,0.918296755,8.77E-05,0.013061732,0.255917912,0.20347418,0.606084483,-0.662378843,0.000407523,0.054991156
ENSG00000128268,MGAT3,protein_coding,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7046]",0.656717381,9.08E-05,0.013328596,0.475124292,0.002464062,0.119021201,-0.181593089,0.124579509,0.652566955
ENSG00000092068,SLC7A8,protein_coding,"solute carrier family 7 (amino acid transporter light chain, L system), member 8 [Source:HGNC Symbol;Acc:11066]",0.873203188,9.13E-05,0.013328596,0.855810373,6.96E-05,0.026156283,-0.017392816,0.913897925,0.985609535
ENSG00000106399,RPA3,protein_coding,"replication protein A3, 14kDa [Source:HGNC Symbol;Acc:10291]",-0.61908718,9.20E-05,0.013328596,-0.415524274,0.004668769,0.160589384,0.203562906,0.06967998,0.560501473
ENSG00000111906,HDDC2,protein_coding,HD domain containing 2 [Source:HGNC Symbol;Acc:21078],-0.510835458,9.51E-05,0.013613278,-0.425122397,0.000586626,0.064766805,0.085713061,0.357983658,0.824779578
ENSG00000102189,EEA1,protein_coding,early endosome antigen 1 [Source:HGNC Symbol;Acc:3185],0.481382782,9.57E-05,0.013613278,0.266906075,0.015693583,0.249691745,-0.214476707,0.020269539,0.392657038
ENSG00000254634,RP11-231C14.3,pseudogene,,0.678967895,9.78E-05,0.013788408,0.366954249,0.014836906,0.246055745,-0.312013645,0.023414108,0.411224688
ENSG00000197958,RPL12,protein_coding,ribosomal protein L12 [Source:HGNC Symbol;Acc:10302],-0.478648978,0.00010143,0.014041521,-0.398064603,0.00055404,0.062902544,0.080584375,0.368150234,0.830011186
ENSG00000159399,HK2,protein_coding,hexokinase 2 [Source:HGNC Symbol;Acc:4923],0.470770505,0.000101435,0.014041521,0.232879328,0.030173405,0.313824403,-0.237891177,0.0096588,0.291429408
ENSG00000148358,GPR107,protein_coding,G protein-coupled receptor 107 [Source:HGNC Symbol;Acc:17830],0.49959373,0.000102279,0.014041521,0.30493011,0.008541066,0.200391858,-0.19466362,0.042169219,0.492089867
ENSG00000225366,TDGF1P3,pseudogene,teratocarcinoma-derived growth factor 1 pseudogene 3 [Source:HGNC Symbol;Acc:11703],-2.051980356,0.000103634,0.01410493,-1.607215504,0.002504979,0.119021201,0.444764852,0.123396547,0.65069021
ENSG00000177200,CHD9,protein_coding,chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:25701],0.655590875,0.000108015,0.01457008,0.381851842,0.012019538,0.228631888,-0.273739033,0.030921539,0.448703361
ENSG00000163399,ATP1A1,protein_coding,"ATPase, Na+/K+ transporting, alpha 1 polypeptide [Source:HGNC Symbol;Acc:799]",0.667649381,0.000109377,0.01457008,0.461037315,0.003471497,0.140451869,-0.206612066,0.104247036,0.624138115
ENSG00000171551,ECEL1,protein_coding,endothelin converting enzyme-like 1 [Source:HGNC Symbol;Acc:3147],0.776690771,0.00010982,0.01457008,0.485074356,0.007830405,0.194016704,-0.291616414,0.048986888,0.504309546
ENSG00000189127,ANKRD34B,protein_coding,ankyrin repeat domain 34B [Source:HGNC Symbol;Acc:33736],1.643475793,0.000110887,0.014588986,0.701658298,0.060187801,0.400271691,-0.941817495,0.004135105,0.195996905
ENSG00000198346,ZNF813,protein_coding,zinc finger protein 813 [Source:HGNC Symbol;Acc:33257],0.812365123,0.000113352,0.014715486,0.445342677,0.017838821,0.259097803,-0.367022446,0.02079255,0.395509366
